,omega_0 [rad/s],zeta_a [m],eta_3a [m],eta_5a [rad],mu_ua [-]
187,3.682632,1.0,(-0.044872875659936036+0.0015567556649614366j),(0.004925271440702626+0.004213237542859495j),(1.5443105088599283-0.5388491629832278j)
188,3.693148,1.0,(-0.04592779872025582+0.0004388878881012655j),(0.004683476601794993+0.004295949638095371j),(1.6300802365734648-0.5008276784551424j)
189,3.703637,1.0,(-0.04673077419309935-0.0006559287737821573j),(0.004422538832261052+0.004358442671564498j),(1.7077440967879458-0.4608413480284035j)
190,3.7141,1.0,(-0.047280655017348454-0.0017228293807872047j),(0.004143816395405697+0.004400596348371816j),(1.7768373710442416-0.4190651082253849j)
191,3.724537,1.0,(-0.04757750675178291-0.0027571305218972173j),(0.0038487603972308577+0.004422378606568611j),(1.8369275940899072-0.37568347845762573j)
192,3.734947,1.0,(-0.047622643432704746-0.0037542672420783512j),(0.003538903955811188+0.0044238475244132444j),(1.887624393397003-0.3308927398140249j)
193,3.745332,1.0,(-0.04741865521726297-0.00471028300897573j),(0.003215740716108687+0.004405163264064039j),(1.9285983451352617-0.2848811008800184j)
194,3.755691,1.0,(-0.04696933179679587-0.005621191159510273j),(0.0028808968995220176+0.004366567646138624j),(1.9595554371363997-0.23785461977876088j)
195,3.766024,1.0,(-0.04627968577726478-0.0064834202635746865j),(0.002536000536771449+0.004308394858237423j),(1.9802588422054868-0.1900183719657852j)
196,3.776332,1.0,(-0.045355797559901954-0.007293806364148763j),(0.002182678033147753+0.004231062907916585j),(1.990525682294563-0.14157593726852236j)
197,3.786614,1.0,(-0.04420503144046572-0.008049337227782965j),(0.0018226400968136638+0.004135081468529956j),(1.9902254747185182-0.09274171278270371j)
198,3.796872,1.0,(-0.04283548325345411-0.008747549993413426j),(0.0014575045228556757+0.004021017028302547j),(1.9792839300388487-0.04371711335149431j)
199,3.807105,1.0,(-0.04125661727884546-0.009386105272123788j),(0.0010890035686943037+0.0038895376803463493j),(1.95768301101656+0.005282429194929605j)
200,3.817313,1.0,(-0.039478775297054264-0.009963081665654436j),(0.000718834201656529+0.0037413779958508785j),(1.925463174586406+0.05404704471950594j)
201,3.827497,1.0,(-0.03751300446795594-0.010476968045913129j),(0.00034864664971790836+0.003577329180933496j),(1.8827179373690797+0.10237314314711599j)
202,3.837656,1.0,(-0.03537157584270294-0.01092647665123835j),(-1.9849570299246473e-05+0.003398277177089686j),(1.8296067613986082+0.15005016033643814j)
203,3.847792,1.0,(-0.033066921212009756-0.011310802253774023j),(-0.00038507547482171517+0.0032051153721536075j),(1.7663304707112304+0.19688563250664626j)
204,3.857903,1.0,(-0.03061304919015252-0.011629323576559249j),(-0.0007453326904866966+0.00299886892123703j),(1.693169625074555+0.24267187344801355j)
205,3.867991,1.0,(-0.028023692271546927-0.011881900448128074j),(-0.0010991057531545593+0.0027805367165719716j),(1.6104342130016969+0.2872257661185821j)
206,3.878055,1.0,(-0.025313858205640177-0.01206862793370394j),(-0.0014448046391503878+0.0025512245697610456j),(1.5185098192631479+0.33035535387534765j)
207,3.888096,1.0,(-0.022498527945079207-0.012189970377065894j),(-0.001780963936061456+0.002312038191130031j),(1.417818566792168+0.37188493426098357j)
208,3.898113,1.0,(-0.019593634194353098-0.012246685105587553j),(-0.002106097445579662+0.002064164921133246j),(1.3088523932751002+0.4116372439092157j)
209,3.908108,1.0,(-0.01661456942167389-0.012239861251570758j),(-0.0024188759901729146+0.0018087520386500283j),(1.1921193015069804+0.4494552622283857j)
210,3.918079,1.0,(-0.013578150640064676-0.012170853667333378j),(-0.002717904545044603+0.0015470692538636982j),(1.0682195254246833+0.48517532475777053j)
211,3.928027,1.0,(-0.01050045253887643-0.012041326849524463j),(-0.003001954075588984+0.0012803357929357855j),(0.9377619007857376+0.5186543145498782j)
212,3.937953,1.0,(-0.0073976136389736135-0.01185317988331086j),(-0.003269862842750504+0.0010097787635076272j),(0.801393441162789+0.5497586569727643j)
213,3.947856,1.0,(-0.004286388676902671-0.011608605058092091j),(-0.003520489865930939+0.0007366930362378801j),(0.659825647251806+0.5783585360160362j)
214,3.957738,1.0,(-0.0011824974467915849-0.011309964790313333j),(-0.003752853492935121+0.00046229327172735493j),(0.513760773463699+0.604343692116148j)
215,3.967597,1.0,(0.0018972484300747252-0.010959950045983255j),(-0.003965958732682789+0.00018790288625726939j),(0.36398980176091+0.6276043819326437j)
216,3.977433,1.0,(0.00493692078799355-0.01056141855994897j),(-0.004158952070121482-8.521462228930777e-05j),(0.21130170655528288+0.6480488329891584j)
217,3.987248,1.0,(0.007921556465231853-0.010117311126876888j),(-0.00433111350816546-0.0003558671385224344j),(0.05647590602235736+0.6656005196601318j)
218,3.997041,1.0,(0.010835632026756472-0.009630881182366408j),(-0.004481747121523639-0.0006227958111891482j),(-0.09964485052358987+0.6801899643504613j)
219,4.006813,1.0,(0.013664755315495724-0.009105413768696542j),(-0.00461030075088329-0.000884818071838457j),(-0.2562341915853603+0.6917622817416595j)
220,4.016563,1.0,(0.016394459024317604-0.00854445228649971j),(-0.004716283565789357-0.0011407249910387722j),(-0.4124257515319429+0.7002740770334559j)
221,4.026292,1.0,(0.019011494696584166-0.007951521899561513j),(-0.004799337643490068-0.001389398905757849j),(-0.5673799891961766+0.7056965814638041j)
222,4.035999,1.0,(0.021502745369447126-0.007330376857992731j),(-0.0048591868613531005-0.0016297008359427898j),(-0.7202258827914705+0.7080128322648902j)
223,4.045686,1.0,(0.02385661150698217-0.006684642024064969j),(-0.004895676669915696-0.0018606140891575822j),(-0.8701443921250984+0.7072196510631864j)
224,4.055352,1.0,(0.02606152146086933-0.006018180095936517j),(-0.004908739703038738-0.0020810943581004936j),(-1.0162781423014546+0.7033263768709119j)
225,4.064997,1.0,(0.0281070035147272-0.005334842286941539j),(-0.004898413149267725-0.0022901710365398342j),(-1.157800670236929+0.6963563360236689j)
226,4.074621,1.0,(0.029983544262618754-0.004638468178388537j),(-0.0048648521638417-0.0024869327275576767j),(-1.2939033479855406+0.686344709321114j)
227,4.084225,1.0,(0.03168270989406124-0.003932829634383312j),(-0.004808297246862817-0.0026705441373352165j),(-1.4238151149908953+0.6733389966875798j)
228,4.093808,1.0,(0.03319669348236439-0.0032218277047185934j),(-0.004729105874517816-0.002840194749425955j),(-1.5467656103680314+0.6574018782081974j)
229,4.103371,1.0,(0.034519051411332956-0.0025091587544199727j),(-0.004627722822325468-0.0029951775093458987j),(-1.6620426659401044+0.6386050669586547j)
230,4.112915,1.0,(0.03564431262435495-0.0017984533380745716j),(-0.004504679881636962-0.0031348486654283014j),(-1.768967579509025+0.6170307930396385j)
231,4.122437,1.0,(0.03656764552273022-0.0010935681719024162j),(-0.004360667006925421-0.0032585794035517235j),(-1.8668592394419354+0.5927831432843925j)
232,4.131941,1.0,(0.03728600371372483-0.0003977440067364801j),(-0.004196359706023263-0.0033659166204751158j),(-1.9551552935352103+0.5659607535373017j)
233,4.141424,1.0,(0.037796812056292824+0.0002853759328155256j),(-0.0040126371595954925-0.0034563884829810544j),(-2.033270633782729+0.5366904622353829j)
234,4.150888,1.0,(0.038098960124661074+0.0009526337817184193j),(-0.0038103771249772735-0.003529659590726784j),(-2.100718347031302+0.5050957429386271j)
235,4.160332,1.0,(0.03819227268148624+0.0016008154730634803j),(-0.0035905983296756197-0.0035854500888939534j),(-2.157040886166115+0.4713191882230858j)
236,4.169757,1.0,(0.038077723856739416+0.0022269816832452406j),(-0.0033543543257019293-0.003623569981098802j),(-2.2018523063959066+0.4355053430968959j)
237,4.179163,1.0,(0.03775732452331241+0.00282829729172545j),(-0.003102790330826175-0.003643907153836754j),(-2.234819577226264+0.3978111126051955j)
238,4.188549,1.0,(0.03723422784455044+0.00340204238309691j),(-0.002837155470629048-0.0036464311197474263j),(-2.255670766140499+0.3584060382118305j)
239,4.197917,1.0,(0.03651246204663034+0.003945875332404732j),(-0.0025586727216620705-0.0036311974627042036j),(-2.2642051872516245+0.3174540643807351j)
240,4.207266,1.0,(0.03559724332501703+0.00445745512154685j),(-0.0022687098725208393-0.0035983393057825346j),(-2.260281808694985+0.27513808522530236j)
241,4.216596,1.0,(0.034494714252841154+0.00493472176261058j),(-0.0019686573648875346-0.0035480786502514175j),(-2.243830348054022+0.23164395245904568j)
242,4.225907,1.0,(0.03321199247656611+0.0053758249238356455j),(-0.0016599548894321659-0.0034807163017130894j),(-2.2148495301225553+0.18716181893098494j)
243,4.235199,1.0,(0.03175710482425817+0.005779127483057004j),(-0.0013440794944294654-0.0033966317652038636j),(-2.1734080330322216+0.14188616521788178j)
244,4.244473,1.0,(0.030138742010088586+0.006143258573166434j),(-0.0010225056167860907-0.003296276786074284j),(-2.11963797572147+0.09601129751996706j)
245,4.253729,1.0,(0.02836656388915951+0.006467028527257674j),(-0.0006967676557899523-0.0031801809284878048j),(-2.053743176608086+0.049737690608264495j)
246,4.262967,1.0,(0.026450977926069572+0.006749460228287854j),(-0.000368421388982324-0.0030489519027165637j),(-1.9759975574487612+0.0032693078479776316j)
247,4.272186,1.0,(0.02440334416103205+0.0069898065446865765j),(-3.9069813646579394e-05-0.0029032861483500477j),(-1.8867526785314903-0.04318480280272141j)
248,4.281387,1.0,(0.022235207103218853+0.007187586857656814j),(0.0002897526161337375-0.002743917296057429j),(-1.7864097252822486-0.08942398934678342j)
249,4.290571,1.0,(0.019958666060741762+0.007342536964635121j),(0.0006165096835373488-0.002571636248050138j),(-1.6754297839715129-0.13524946921725434j)
250,4.299737,1.0,(0.01758679086995459+0.007454587248565101j),(0.0009396063711729695-0.0023873388090293085j),(-1.5543604324051172-0.18045215792833508j)
251,4.308884,1.0,(0.015133156560441787+0.00752389667823005j),(0.0012574638685710245-0.0021919763630056373j),(-1.4238145639660826-0.22482675677880953j)
252,4.318015,1.0,(0.012610606476744194+0.007550874161761938j),(0.0015686657055572358-0.0019864683506235366j),(-1.284403394657281-0.2681896589515519j)
253,4.327128,1.0,(0.01003362035585499+0.0075361011600212306j),(0.001871654317808017-0.001771894148733069j),(-1.1368654560321487-0.3103362888868343j)
254,4.336223,1.0,(0.007416387010294776+0.007480389517308684j),(0.002164977653739479-0.0015493302497115225j),(-0.9819621968352199-0.35107770878107264j)
255,4.345301,1.0,(0.004772929520597407+0.0073847304906131984j),(0.0024472638530341766-0.0013198687743577846j),(-0.8204849426554336-0.3902339737214739j)
256,4.354362,1.0,(0.002117627669974443+0.007250313752452846j),(0.002717157072541648-0.0010846603392321722j),(-0.6532839752483642-0.42762657579267926j)
257,4.363406,1.0,(-0.0005351207997854697+0.007078502676122j),(0.0029733568471522194-0.0008448786029982499j),(-0.48124880271021214-0.46308519453057495j)
258,4.372432,1.0,(-0.0031707359692320753+0.006870864191222407j),(0.0032146082839059464-0.000601755795342029j),(-0.3053238019897428-0.4964419683792185j)
259,4.381442,1.0,(-0.005775640050147942+0.006629056340432876j),(0.00343979939318843-0.00035645257180068286j),(-0.12642331514614263-0.5275500367593815j)
260,4.390436,1.0,(-0.008335898450165727+0.006354910981729881j),(0.003647840613739971-0.00011019516342197062j),(0.05447460459434689-0.5562631608277666j)
261,4.399411,1.0,(-0.010837042473539232+0.006050529728313683j),(0.003837659685324917+0.00013569661333173337j),(0.23631222463181098-0.5824360865937839j)
262,4.40837,1.0,(-0.01326666592095256+0.005717918560615716j),(0.004008410539810168+0.0003800755074482833j),(0.4181377146485671-0.6059532983955209j)
263,4.417314,1.0,(-0.015612189311153771+0.005359260907087346j),(0.004159274257260076+0.0006217435944492913j),(0.5989519591846493-0.6267020170899217j)
264,4.426241,1.0,(-0.017860747912659042+0.00497695983362074j),(0.004289483029077327+0.0008594324107476002j),(0.7776911319081747-0.6445745784113455j)
265,4.435151,1.0,(-0.020000600650170796+0.004573445608913727j),(0.004398406469670802+0.0010919480975463028j),(0.9533361912042528-0.65948092499984j)
266,4.444045,1.0,(-0.022020861087918273+0.004151134526509009j),(0.004485529609537826+0.0013181532504586567j),(1.1248941359568208-0.6713450906562166j)
267,4.452923,1.0,(-0.023911060520595703+0.0037125911190120896j),(0.004550422990601948+0.001536905615505311j),(1.2913682165073945-0.6801017496467756j)
268,4.461784,1.0,(-0.02566128363229478+0.0032604469976498453j),(0.00459276847215353+0.001747083815946912j),(1.451762146604916-0.6856989511127015j)
269,4.47063,1.0,(-0.027262966214093475+0.002797228715237497j),(0.00461235906484343+0.001947676461201955j),(1.6051608286804797-0.6881002461591419j)
270,4.47946,1.0,(-0.02870779260775728+0.0023256226162974084j),(0.004609096978841692+0.0021376497376674785j),(1.7506241321912361-0.6872810676216623j)
271,4.488274,1.0,(-0.029988515662926266+0.0018482727930635614j),(0.0045829951760592725+0.0023160461733322123j),(1.8872677759741836-0.6832316479058597j)
272,4.497072,1.0,(-0.031098796377247363+0.0013678162570870418j),(0.004534183182235597+0.0024819686461218077j),(2.0142494572981158-0.6759570634160819j)
273,4.505855,1.0,(-0.03203331747697305+0.0008868133932309064j),(0.0044628875959469+0.0026345988373032425j),(2.130787063305786-0.6654756894577264j)
274,4.514621,1.0,(-0.03278742443398697+0.00040794405909409825j),(0.004369476302677525+0.0027731354054171715j),(2.2361105190646775-0.6518239867929081j)
275,4.523373,1.0,(-0.033357897317460965-6.642820682263724e-05j),(0.004254374444190063+0.0028969273381466536j),(2.3295673515617077-0.6350445127087444j)
276,4.532108,1.0,(-0.033742044586646716-0.0005336669088859587j),(0.004118186252080446+0.003005311658963599j),(2.410498543235861-0.6152060217626496j)
277,4.540829,1.0,(-0.03393851124667637-0.0009915419287817198j),(0.003961532813157505+0.003097781914840779j),(2.478369167757915-0.5923784466083777j)
278,4.549534,1.0,(-0.033946756256564174-0.001437633117058989j),(0.003785219248950778+0.003173854873695049j),(2.5326680172136253-0.566657307506805j)
279,4.558224,1.0,(-0.03376733027806837-0.001869782767754236j),(0.0035900968066087417+0.0032331641322222767j),(2.5729793986244305-0.5381441155335488j)
280,4.566899,1.0,(-0.03340175461989859-0.0022858638704441646j),(0.003377125533151874+0.003275416573220475j),(2.5989555554328505-0.506956438826508j)
281,4.575559,1.0,(-0.032852559506770934-0.0026838875569336423j),(0.003147358948027182+0.003300409767417838j),(2.6103249876074948-0.473224418469928j)
282,4.584204,1.0,(-0.0321232474684857-0.0030619629956770483j),(0.002901933228235489+0.003308030940788184j),(2.606897923159834-0.43709154249510307j)
283,4.592834,1.0,(-0.031218280759696924-0.003418356827859182j),(0.002642063880716175+0.003298259614313472j),(2.588564912004994-0.39871330412328676j)
284,4.60145,1.0,(-0.030142941430103848-0.003751480486627062j),(0.002369010215612429+0.0032711590318886385j),(2.555296720064295-0.358250942652814j)
285,4.610051,1.0,(-0.028903625696319744-0.004059835228311111j),(0.0020841571512452586+0.003226890761820051j),(2.5071530114829566-0.3158868049689736j)
286,4.618637,1.0,(-0.027507527071206458-0.004342096369499167j),(0.0017889244356572704+0.0031657047256938775j),(2.4442778566730263-0.2718079289826374j)
287,4.627208,1.0,(-0.02596263956916835-0.0045971007336086285j),(0.0014847813052132832+0.003087943860176053j),(2.366899900459158-0.22621259911443403j)
288,4.635765,1.0,(-0.024277565835111425-0.00482387003183473j),(0.0011732093138510631+0.002994019858547727j),(2.2753198320449926-0.17929967777885925j)
289,4.644308,1.0,(-0.022461789251894782-0.0050215483104410095j),(0.000855762955411929+0.002884442893481842j),(2.1699288339298946-0.1312826087457195j)
290,4.652836,1.0,(-0.02052572156952965-0.005189429462253861j),(0.0005340650699685888+0.0027598202345913837j),(2.0512145558658172-0.08238693705965938j)
291,4.66135,1.0,(-0.018479957915640253-0.005327002862494514j),(0.00020968728211531864+0.0026208098381493915j),(1.919718874468531-0.03283338195533447j)
292,4.66985,1.0,(-0.016335889559934386-0.005433911851518655j),(-0.00011574540390118235+0.0024681611853620395j),(1.7760723682334303+0.017147593373179948j)
293,4.678335,1.0,(-0.014105676777796427-0.00550995239814326j),(-0.00044056240577144355+0.002302716125158917j),(1.6209995895265488+0.0673147537790238j)
294,4.686807,1.0,(-0.011801134855645698-0.005555107562042664j),(-0.0007632100449397444+0.0021253252375636883j),(1.4552413907109885+0.11744177702431802j)
295,4.695264,1.0,(-0.009435536740971822-0.005569492153820335j),(-0.0010819912976403998+0.0019369851329504345j),(1.2796824390409727+0.1672771177434284j)
296,4.703709,1.0,(-0.007021068883129843-0.005553392009897948j),(-0.001395412148435099+0.00173864010486336j),(1.095167707084153+0.21659700617214447j)
297,4.712138,1.0,(-0.0045721614003685265-0.0055072578327171225j),(-0.0017017466197274504+0.001531451500967224j),(0.9027531224282058+0.26513778360825324j)
298,4.720554,1.0,(-0.002101403446505097-0.005431665652112481j),(-0.0019995581352647337+0.0013164611778281718j),(0.7033946263416319+0.31267734974968375j)
299,4.728956,1.0,(0.0003773630862662521-0.005327359088548454j),(-0.0022873048486572933+0.001094851021534316j),(0.49818636044064674+0.35897273058580004j)
300,4.737344,1.0,(0.002850555985156539-0.005195220524415992j),(-0.002563533034380827+0.0008678138349541752j),(0.2882436598031526+0.40379082027310664j)
301,4.745719,1.0,(0.005304939217380851-0.005036233488512219j),(-0.0028268734484952224+0.0006365428487515778j),(0.07469404093043641+0.4469074331029862j)
302,4.754081,1.0,(0.007727080460787758-0.004851529510226439j),(-0.003075986409806834+0.00040228162724185724j),(-0.14127895300570917+0.4880994516331454j)
303,4.762429,1.0,(0.010103451021719369-0.004642385182500222j),(-0.00330957115495757+0.00016631816853834597j),(-0.35844038790252597+0.5271455267665701j)
304,4.770764,1.0,(0.012421364702489664-0.004410145931151817j),(-0.003526466421750091-7.01046367481801e-05j),(-0.5755880448584836+0.5638412402902251j)
305,4.779086,1.0,(0.014668146270373985-0.004156269018537644j),(-0.003725557302894197-0.0003057163927147748j),(-0.7914813218093666+0.5979873305388715j)
306,4.787393,1.0,(0.016831021751664444-0.0038823867915300154j),(-0.003905780168553279-0.0005391928502275777j),(-1.004823664713449+0.6293860266615358j)
307,4.795688,1.0,(0.018898971312976062-0.0035900433575266695j),(-0.004066272063004539-0.0007693625481284287j),(-1.2144485202814606+0.6578703493272595j)
308,4.80397,1.0,(0.02086042818352671-0.0032810069854555717j),(-0.004206173960086706-0.0009949576123314471j),(-1.4190964166293722+0.6832698275681137j)
309,4.812239,1.0,(0.022704692945065823-0.0029570451406839924j),(-0.00432475983267254-0.001214767132811391j),(-1.6175465099935469+0.7054296874935342j)
310,4.820494,1.0,(0.024421481822353278-0.002620052282128867j),(-0.004421391375006586-0.001427583825669577j),(-1.8085808844634803+0.7242080865495338j)
311,4.828737,1.0,(0.026001831370380243-0.0022718346514680457j),(-0.0044955777192498565-0.0016323156142535825j),(-1.9910794799961669+0.7394836831754564j)
312,4.836967,1.0,(0.027436876833762624-0.0019143652943159975j),(-0.0045469023270846886-0.0018278374972076454j),(-2.163889852850606+0.7511444511885519j)
313,4.845183,1.0,(0.028718633246930216-0.0015496232921083444j),(-0.004575076440036743-0.0020130808741613175j),(-2.3259061310469997+0.7590944889204082j)
314,4.853388,1.0,(0.029840506715717603-0.0011794528136863753j),(-0.004579930083505828-0.0021871183712129628j),(-2.476151207453574+0.7632593771368923j)
315,4.861579,1.0,(0.03079590970075796-0.0008059467524731602j),(-0.004561404016028101-0.002348956565304395j),(-2.61358827697397+0.7635767597471869j)
316,4.869758,1.0,(0.03157982083771262-0.00043099340803508246j),(-0.004519553855498575-0.0024977708209847262j),(-2.737336030757986+0.7600046935335316j)
317,4.877924,1.0,(0.032187785478325744-5.657813524281353e-05j),(-0.004454558122403362-0.002632750843576862j),(-2.846528848184355+0.7525193567585462j)
318,4.886078,1.0,(0.032616485041964495+0.0003154204167160539j),(-0.0043667008177017425-0.002753194904085655j),(-2.940404029041314+0.7411131249397328j)
319,4.894219,1.0,(0.03286342672181255+0.0006830642729126732j),(-0.004256397869580832-0.002858453309629751j),(-3.0182534930194755+0.725801466079198j)
320,4.902348,1.0,(0.03292719408449436+0.0010445529713348175j),(-0.004124154507307641-0.0029479830227166185j),(-3.079473651804676+0.7066142608572695j)
321,4.910464,1.0,(0.03280732967084755+0.0013980398516463322j),(-0.003970617567569503-0.003021307367065459j),(-3.1235330576462395+0.6836053117786706j)
322,4.918569,1.0,(0.03250430916562509+0.0017418835696042744j),(-0.0037964823955042677-0.003078062647333536j),(-3.1500062756990745+0.6568388051672738j)
323,4.92666,1.0,(0.03201978586257361+0.0020742897384562996j),(-0.0036026562107743876-0.0031179412165246276j),(-3.1585468363014226+0.6264141155101831j)
324,4.934741,1.0,(0.03135599955435446+0.0023938208589337822j),(-0.0033899808984844014-0.003140765337698822j),(-3.148918039043488+0.5924252809522269j)
325,4.942808,1.0,(0.030516746412312706+0.0026988245340304794j),(-0.003159595996924086-0.003146420636993076j),(-3.1209829072169297+0.5550154280767933j)
326,4.950863,1.0,(0.029506306919761433+0.00298794691989151j),(-0.002912577057129986-0.0031349035896616056j),(-3.0747045332150047+0.5143216971298873j)
327,4.958907,1.0,(0.02832986714108102+0.0032598936920660727j),(-0.002650101143463821-0.003106295469460076j),(-3.0101400419670665+0.4705029320950399j)
328,4.966938,1.0,(0.026993993483428187+0.0035133821942801196j),(-0.002373524377053765-0.00306078083083006j),(-2.927475993788649+0.4237494293017672j)
329,4.974957,1.0,(0.025505663937042573+0.0037473228747170366j),(-0.0020841774058119496-0.0029986295092831686j),(-2.8269819498704924+0.3742556074225656j)
330,4.982965,1.0,(0.023872647159069827+0.003960722473019087j),(-0.0017834524592793119-0.002920189993000017j),(-2.709023690132644+0.32222760237627446j)
331,4.990961,1.0,(0.022103887175855572+0.004152661846124662j),(-0.0014728764501873671-0.0028259204050453297j),(-2.5740962800999174+0.2679008194555984j)
332,4.998945,1.0,(0.020208890283724117+0.004322349532122019j),(-0.0011539894086599837-0.0027163572646689057j),(-2.422787323906527+0.21152015370177413j)
333,5.006917,1.0,(0.018197878306555594+0.004469121112896787j),(-0.0008283822893856605-0.002592121316036397j),(-2.255782898432172+0.15334297576026978j)
334,5.014878,1.0,(0.01608142861087307+0.004592453048450353j),(-0.0004976360891705981-0.002453894445844121j),(-2.0738421158874982+0.09363264355989231j)
335,5.022827,1.0,(0.013871247165231283+0.004691887649764551j),(-0.0001634465655008936-0.002302464774680798j),(-1.877863441300656+0.03267736278192057j)
336,5.030764,1.0,(0.011579306912456738+0.004767130778299319j),(0.00017251009326140846-0.0021386808047625765j),(-1.6688129391563198-0.029230127088000712j)
337,5.038691,1.0,(0.009217439428611595+0.004818002014201951j),(0.0005086313519579855-0.001963410278197538j),(-1.4476862627124436-0.09180372754095328j)
338,5.046605,1.0,(0.006799377183555269+0.004844418484980763j),(0.0008430942005783555-0.0017776919450267865j),(-1.2156970360193204-0.1547114548849885j)
339,5.054508,1.0,(0.004337675758656636+0.00484644384151681j),(0.0011742938459741272-0.001582510304325089j),(-0.9739941279432432-0.21765265420488408j)
340,5.0624,1.0,(0.0018457579627659535+0.004824230161371691j),(0.0015005492671488878-0.0013789423419106777j),(-0.7238511301252107-0.28030646326428194j)
341,5.070281,1.0,(-0.0006627563663773283+0.004778059787715415j),(0.0018201987870528004-0.0011681111151850844j),(-0.46660335641514616-0.3423483720847563j)
342,5.078149,1.0,(-0.003173493750948843+0.004708341878519463j),(0.00213153048865745-0.0009512337171031175j),(-0.2037101202627601-0.4034352759071229j)
343,5.086007,1.0,(-0.005673616277184052+0.004615546306626097j),(0.0024330652750489774-0.0007294207061099929j),(0.06348704517930596-0.4632634435071106j)
344,5.093854,1.0,(-0.008149042434877294+0.004500280480401379j),(0.0027232070175469934-0.0005039174871269866j),(0.3334736334870735-0.5214977010831148j)
345,5.101689,1.0,(-0.010585797554167557+0.004363257442527279j),(0.0030004174171111386-0.000275989951118098j),(0.6046993825596723-0.5778059649813941j)
346,5.109514,1.0,(-0.012970998016974928+0.004205233851546992j),(0.0032633189475890995-4.682773856005756e-05j),(0.8756934368069266-0.6318826257846981j)
347,5.117328,1.0,(-0.015291085130854285+0.004027104589197772j),(0.003510495790059044+0.0001822861882509737j),(1.1448639149218673-0.6834039502147575j)
348,5.12513,1.0,(-0.017532825933575472+0.003829866709271149j),(0.0037406077772314684+0.00041007265437632986j),(1.4106126898392-0.7320570063512104j)
349,5.132922,1.0,(-0.01968424656427523+0.003614496498965231j),(0.0039524865062653845+0.0006353486529691505j),(1.6714418010588805-0.7775541230389575j)
350,5.140702,1.0,(-0.021732694054309293+0.0033821708980017713j),(0.004144930742109661+0.0008568283636916972j),(1.92573091008753-0.8195946492771391j)
351,5.148472,1.0,(-0.023667100971504557+0.003134005079882398j),(0.004316935327358686+0.0010733670789227871j),(2.1720085838916905-0.8579138213379368j)
352,5.156231,1.0,(-0.025476206965680582+0.002871255948799138j),(0.004467517453109347+0.001283762130673243j),(2.40873194608912-0.8922414014474713j)
353,5.16398,1.0,(-0.02714985293118368+0.002595177473864647j),(0.0045958349813208016+0.0014868993523128632j),(2.6344566388360082-0.9223332676224446j)
354,5.171717,1.0,(-0.028677953111991193+0.0023071633559321536j),(0.00470110492823516+0.0016816307396839082j),(2.8476954355132844-0.9479493496021331j)
355,5.179444,1.0,(-0.030052000628340875+0.0020085110712926985j),(0.004782712442526569+0.0018669556198973435j),(3.0471293369768055-0.9688817016343027j)
356,5.18716,1.0,(-0.03126367807328928+0.0017006557597767085j),(0.004840115588573005+0.002041853569104483j),(3.2314166615197273-0.9849332108007597j)
357,5.194866,1.0,(-0.03230586316118057+0.0013849677152589757j),(0.0048729054625613315+0.00220540829057452j),(3.3993346110595155-0.9959301927946037j)
358,5.202561,1.0,(-0.03317202409460747+0.0010629312597269101j),(0.004880780860282284+0.0023567221521307207j),(3.549693678309419-1.0017183655060662j)
359,5.210246,1.0,(-0.03385681499897489+0.0007359468779147885j),(0.0048635675526373144+0.002495007919154793j),(3.68142983123179-1.0021672964633033j)
360,5.21792,1.0,(-0.03435563321353624+0.0004055017145101137j),(0.004821213774848661+0.0026195125810893685j),(3.7935343126427243-0.9971711533533568j)
361,5.225585,1.0,(-0.03466505588643631+7.295986231207444e-05j),(0.004753774151996711+0.0027296066995191708j),(3.8851406608221883-0.9866459487106098j)
362,5.233237,1.0,(-0.0347824455770862-0.0002600714400789614j),(0.004661480595241258+0.0028246583989538065j),(3.9554183049977465-0.9705435189108153j)
363,5.24088,1.0,(-0.034706427537415104-0.0005923500238516556j),(0.004544607977541265+0.0029042246984280653j),(4.003731851867419-0.9488269248558195j)
364,5.248513,1.0,(-0.03443649112965627-0.0009224223881497997j),(0.004403599816102154+0.0029678765136797462j),(4.029508009769551-0.921495669434522j)
365,5.256136,1.0,(-0.0339732033212952-0.001248927202057405j),(0.004239013279880564+0.0030152902346280105j),(4.032301882119226-0.8885752757582657j)
366,5.263749,1.0,(-0.03331817868268973-0.0015705242523181041j),(0.0040515220821614115+0.0030462293686121782j),(4.011794927521097-0.8501196992907699j)
367,5.271351,1.0,(-0.032474194031198195-0.0018858639257570674j),(0.003841947759420596+0.0030605446484360493j),(3.9678039254458857-0.8062180914697163j)
368,5.278944,1.0,(-0.03144471965849877-0.0021937661550494444j),(0.003611140518408957+0.003058184777855467j),(3.900257480556142-0.7569708208826458j)
369,5.286525,1.0,(-0.030234919040514244-0.0024928966812499346j),(0.0033602125937721495+0.003039187772351665j),(3.8092596402210233-0.7025376980179017j)
370,5.294097,1.0,(-0.028850047726424317-0.002782209221974575j),(0.003090190278897021+0.003003675880672427j),(3.6949853880006294-0.6430693538253283j)
371,5.301659,1.0,(-0.02729693745439393-0.0030605403664595385j),(0.0028023281148186014+0.0029518649450003156j),(3.5577878014423967-0.5787713611497629j)
372,5.309211,1.0,(-0.025583215740806912-0.003326840961347571j),(0.0024979477794986296+0.002884058515163883j),(3.398141385291947-0.5098702361946748j)
