,omega_0 [rad/s],zeta_a [m],eta_3a [m],eta_5a [rad],mu_ua [-]
42,1.657784,1.0,(0.07485400847506335-0.08583778456453393j),(0.013444113190447658-0.032912365117628635j),(-0.516979438222882+0.4299812228857751j)
43,1.678408,1.0,(0.08379956741249317-0.06675460496163302j),(0.011690493897597395-0.032328209669888926j),(-0.5364544771642725+0.41230185821549925j)
44,1.698832,1.0,(0.09204639308744908-0.049105197154373295j),(0.010144701643021815-0.03165377612801878j),(-0.5570608751005603+0.3926267095303927j)
45,1.719062,1.0,(0.09952920878592775-0.032782993528797204j),(0.008793315133595315-0.030907792412891422j),(-0.5784965622428371+0.3710628010591006j)
46,1.739104,1.0,(0.10620335929005612-0.01769186702198544j),(0.007623102818426276-0.030105453835391868j),(-0.6004597756799948+0.3477100836177907j)
47,1.758963,1.0,(0.11203978432177435-0.003745713066221002j),(0.006621210765102449-0.029259389949716812j),(-0.6226491877924862+0.32266664817097634j)
48,1.778643,1.0,(0.11702231390419883+0.00913159921328982j),(0.005775408390952859-0.0283799357922134j),(-0.644765425565756+0.29603144063484566j)
49,1.79815,1.0,(0.12114615106543569+0.021009231718079623j),(0.005073877723152322-0.027475440875772146j),(-0.6665169925290715+0.26790154350625156j)
50,1.817488,1.0,(0.1244144388237948+0.031947367490850365j),(0.004505517637465079-0.026552780301462173j),(-0.6876159483947071+0.23838058971476841j)
51,1.836661,1.0,(0.12683752328280037+0.041999977288927196j),(0.004059713690578329-0.025617592490905786j),(-0.7077799023671818+0.2075756198785695j)
52,1.855673,1.0,(0.12843134284639782+0.05121491663327821j),(0.0037264580430316904-0.024674457676435047j),(-0.7267355325022399+0.1755999931767731j)
53,1.874529,1.0,(0.12921669907629496+0.059635546056780224j),(0.003496205729359489-0.02372704186693558j),(-0.7442185252092703+0.14257028132625887j)
54,1.893232,1.0,(0.12921790211243933+0.0672997754790083j),(0.0033599737523990827-0.02277841458741152j),(-0.7599723216406656+0.10861358670779556j)
55,1.911786,1.0,(0.12846265204821825+0.07424253785374775j),(0.0033091294990745734-0.021831056579133992j),(-0.7737511319907496+0.07386066781392618j)
56,1.930195,1.0,(0.12698104476114006+0.08049526815426289j),(0.003335534738148181-0.020886968349236285j),(-0.785321256912034+0.0384490867340363j)
57,1.94846,1.0,(0.12480591432444679+0.08608625091737547j),(0.003431266249340349-0.019947963101796518j),(-0.7944585995950018+0.00252800967896466j)
58,1.966588,1.0,(0.12197078126817931+0.09104289044593399j),(0.003588990389920716-0.019015219046201456j),(-0.8009560701297816-0.03375886580206028j)
59,1.984579,1.0,(0.11851190522793571+0.0953891541893328j),(0.0038014646876743698-0.01809007217032212j),(-0.8046174000675869-0.07024918468720459j)
60,2.002437,1.0,(0.11446619972317834+0.09914869567755442j),(0.004061809241002975-0.017173453170995022j),(-0.8052623673816527-0.10678433707512797j)
61,2.020165,1.0,(0.10987153501580192+0.10234353596087467j),(0.004363475018131524-0.01626620378530775j),(-0.8027271474100774-0.1431989932113069j)
62,2.037766,1.0,(0.1047667281927005+0.10499492014287068j),(0.00470011815988019-0.015369057992977832j),(-0.7968643977050052-0.17932526466113435j)
63,2.055243,1.0,(0.09919106104176843+0.10712341045462578j),(0.005065686611774407-0.014482685828217297j),(-0.7875435206325491-0.21499270538047677j)
64,2.072598,1.0,(0.09318480218626073+0.1087489276536016j),(0.0054542988292248995-0.013607726554587807j),(-0.7746538553091558-0.2500277852616348j)
65,2.089833,1.0,(0.08678860552545944+0.1098911732715727j),(0.005860305946811894-0.012744789760546894j),(-0.7581040317117903-0.2842568243433494j)
66,2.106951,1.0,(0.0800428810905964+0.11056968138400997j),(0.006278353031880554-0.011894414755365072j),(-0.7378215455842134-0.31750888626980894j)
67,2.123955,1.0,(0.07298805281474569+0.11080369306632393j),(0.006703316150867342-0.01105710659075964j),(-0.7137548205083362-0.34961381749396797j)
68,2.140847,1.0,(0.06566496584982576+0.11061246415158502j),(0.007130261433208693-0.01023342457451967j),(-0.6858741604376197-0.38040298617753987j)
69,2.157628,1.0,(0.058114814784702644+0.11001545393050546j),(0.007554439261717588-0.009423999092690136j),(-0.6541735197812126-0.40971010638521743j)
70,2.174301,1.0,(0.05037763234093957+0.10903202364866381j),(0.00797140793809779-0.008629343048066503j),(-0.6186662597378271-0.4373771148565272j)
71,2.190869,1.0,(0.0424929009864715+0.10768147695227451j),(0.008377000019018761-0.007849985733090526j),(-0.5793877665257505-0.4632509566150457j)
72,2.207333,1.0,(0.03450066216838463+0.10598351652143913j),(0.008767201006725242-0.007086576491371021j),(-0.536400157446089-0.4871828779392646j)
73,2.223694,1.0,(0.02644042389951273+0.10395801461309705j),(0.009138246589121763-0.006339770185425547j),(-0.48978981921821196-0.5090326403341231j)
74,2.239955,1.0,(0.018349852983421358+0.10162465650475398j),(0.009486705007848581-0.0056101505279796526j),(-0.439660944837312-0.5286705099155455j)
75,2.256118,1.0,(0.010266312365464842+0.09900333345816313j),(0.009809376697359797-0.00489835277698852j),(-0.38614256464084534-0.5459751605756222j)
76,2.272185,1.0,(0.002226197353802783+0.09611402467009598j),(0.010103327144544174-0.004205049725500822j),(-0.3293867243360804-0.5608353567806091j)
77,2.288157,1.0,(-0.005734589775564311+0.09297697576558321j),(0.010365861047247437-0.0035309635761778973j),(-0.2695713895573086-0.5731502137617073j)
78,2.304035,1.0,(-0.013581228752445423+0.08961248969194506j),(0.010594564128805526-0.002876812706965247j),(-0.20689710743563294-0.5828319121770316j)
79,2.319822,1.0,(-0.021281343270359167+0.08604039303578087j),(0.010787357648759347-0.0022432602745204476j),(-0.1415781691654439-0.5898041223488453j)
80,2.335519,1.0,(-0.02880272646855218+0.08228098747345067j),(0.010942379393481149-0.001631057313474978j),(-0.07385671236353658-0.594003744645269j)
81,2.351127,1.0,(-0.03611469870935568+0.07835445166752127j),(0.01105808117967262-0.001040954105456673j),(-0.0039956670039186515-0.5953809090571374j)
82,2.366649,1.0,(-0.043189037408480395+0.07428037138579706j),(0.011133197912267708-0.0004736260916355149j),(0.06773277840196124-0.5938988295536793j)
83,2.382085,1.0,(-0.04999762111055808+0.07007897888708081j),(0.01116671614478001+7.013678041164844e-05j),(0.1410249328630019-0.5895360493044955j)
84,2.397436,1.0,(-0.05651458588716105+0.06577006359413898j),(0.01115792847893282+0.0005895970995095084j),(0.21556522784267618-0.5822848868576005j)
85,2.412705,1.0,(-0.0627166131446824+0.06137260208285464j),(0.011106386984635366+0.0010840949766664871j),(0.29103278554277634-0.5721506025344865j)
86,2.427892,1.0,(-0.06858091092336932+0.05690612821773911j),(0.011011936929604362+0.0015528924083101896j),(0.3670787477371408-0.5591552242238443j)
87,2.443,1.0,(-0.0740876958897272+0.05238901345086989j),(0.010874645249512834+0.0019953590599427044j),(0.44335727127788505-0.5433320075671458j)
88,2.458028,1.0,(-0.07921755619258047+0.04784047885648373j),(0.01069488167276691+0.00241078419914391j),(0.5194930132707509-0.5247336344484216j)
89,2.472978,1.0,(-0.08395417393485739+0.04327838605908744j),(0.01047324496362066+0.0027985866034932437j),(0.595116868763723-0.5034233318379746j)
90,2.487853,1.0,(-0.08828342856538791+0.03871986339808421j),(0.010210545278383411+0.0031582238049252457j),(0.6698582990362087-0.4794755414637156j)
91,2.502651,1.0,(-0.09219161345173997+0.03418309190566975j),(0.009907907602937782+0.003489109984840339j),(0.7433183788942521-0.4529879850097717j)
92,2.517376,1.0,(-0.09566881417009722+0.029683823126315505j),(0.009566573266474507+0.0037908345682091528j),(0.8151246173783445-0.424059900974554j)
93,2.532027,1.0,(-0.09870573255400435+0.025238868104054103j),(0.009188081629434072+0.004062941648594166j),(0.8848813384752968-0.39281376700158793j)
94,2.546607,1.0,(-0.10129602104155573+0.020863093215757585j),(0.008774086081837716+0.004305122484905404j),(0.952212599206922-0.35937558779365847j)
95,2.561115,1.0,(-0.10343451845163032+0.016571962612655755j),(0.008326524042634053+0.0045170855955453575j),(1.0167292529478344-0.3238925608871933j)
96,2.575553,1.0,(-0.10511864337966118+0.012379359724204383j),(0.007847425059870598+0.004698645589696397j),(1.0780620856198804-0.2865158953471482j)
97,2.589923,1.0,(-0.10634763468654827+0.008298437609436205j),(0.007338959047739806+0.004849701034521996j),(1.135849579270126-0.24740660324808034j)
98,2.604224,1.0,(-0.10712240928658093+0.004342432979131047j),(0.0068035529529104225+0.004970218609198374j),(1.1897294642196186-0.2067441218803287j)
99,2.618459,1.0,(-0.10744607607746144+0.000522642335852844j),(0.006243611532106261+0.005060291851376922j),(1.2393673210912286-0.1647051105202727j)
100,2.632627,1.0,(-0.10732340764206694-0.0031492886822312785j),(0.0056618002585499955+0.005120073088308452j),(1.2844303099455356-0.12148659198680184j)
101,2.64673,1.0,(-0.1067611032538692-0.006663457153735344j),(0.005060772387888516+0.005149844923471888j),(1.3246122847627968-0.0772831460383766j)
102,2.660769,1.0,(-0.105767548385745-0.010010524205486303j),(0.004443299042203337+0.005149979130782679j),(1.359622704521787-0.032298915904788617j)
103,2.674744,1.0,(-0.10435291653287945-0.013181803927426652j),(0.003812258004926547+0.00512096365572232j),(1.389190544986517+0.01325339626169586j)
104,2.688657,1.0,(-0.10252888617335801-0.01617000079657719j),(0.0031705002644916466+0.005063368953332308j),(1.4130709760944173+0.059163906482293194j)
105,2.702509,1.0,(-0.10030867827803724-0.018968448329090712j),(0.002520944904757886+0.0049778837112828015j),(1.431041941781996+0.10521555950069039j)
106,2.716299,1.0,(-0.09770743858641441-0.021571109229917052j),(0.0018666344812061537+0.004865327483521479j),(1.442905095440786+0.15118327400236675j)
107,2.730029,1.0,(-0.09474122653933757-0.023973399821752162j),(0.0012104736625611497+0.004726584406046229j),(1.4484943269130353+0.19685043617769016j)
108,2.7437,1.0,(-0.09142753483213029-0.02617146753931833j),(0.0005553977452965814+0.004562658319644037j),(1.4476710324662934+0.2419971524500074j)
109,2.757312,1.0,(-0.08778542470386057-0.028162330818854855j),(-9.561853394694211e-05+0.004374662295769139j),(1.4403256210662103+0.2864023581504138j)
110,2.770867,1.0,(-0.08383453565720109-0.029944088579043536j),(-0.000739744295994649+0.004163769111807773j),(1.4263811645026578+0.3298529347752661j)
111,2.784364,1.0,(-0.0795964097839972-0.03151546155045457j),(-0.0013740656025348125+0.003931305089747512j),(1.4057944766873278+0.3721299923399308j)
112,2.797805,1.0,(-0.07509271175424738-0.032876396483872354j),(-0.0019958623536663164+0.003678618952160388j),(1.3785529012929167+0.4130288546070966j)
113,2.81119,1.0,(-0.07034655597636523-0.034027507005857875j),(-0.002602410764746036+0.0034071816362830397j),(1.344680412179685+0.45234418636050844j)
114,2.824521,1.0,(-0.06538113348297271-0.03497043328082622j),(-0.0031911600688858594+0.003118490428230628j),(1.304229927406627+0.48988341403125907j)
115,2.837797,1.0,(-0.06022132717505287-0.035707434959337564j),(-0.003759547937221933+0.0028141925762284825j),(1.2572981126848863+0.5254527960214992j)
116,2.851019,1.0,(-0.054891909598453685-0.036241752243330795j),(-0.004305200361792537+0.00249593365014238j),(1.2040101273743067+0.5588737716346777j)
117,2.864188,1.0,(-0.049418022215099576-0.036577303584336154j),(-0.0048258821841114935+0.002165413709519016j),(1.144526656521318+0.5899769305803468j)
118,2.877305,1.0,(-0.043825127711612094-0.03671882837071281j),(-0.005319482003839807+0.0018243829154255058j),(1.07904013405797+0.6186035361032274j)
119,2.89037,1.0,(-0.03813929471175706-0.03667168643315356j),(-0.00578400776823437+0.0014746486599576125j),(1.007783004498318+0.6446037759862252j)
120,2.903384,1.0,(-0.03238629984169929-0.03644196037640445j),(-0.006217651319493919+0.0011180209786248287j),(0.9310149294898382+0.667842898489699j)
121,2.916348,1.0,(-0.026591847991810125-0.03603629002471128j),(-0.0066187727651856425+0.0007563291877424606j),(0.8490280108336252+0.6881980950839528j)
122,2.929261,1.0,(-0.020782440340751596-0.035462001372530944j),(-0.006985836534853847+0.000391468288264134j),(0.7621582484181282+0.7055576736583644j)
123,2.942125,1.0,(-0.014982996994712186-0.03472682939855547j),(-0.00731757407613837+2.524602422028803e-05j),(0.6707523059923847+0.7198287282759079j)
124,2.954941,1.0,(-0.00921852477790661-0.033839009088343995j),(-0.007612862293480279-0.0003405022913636037j),(0.5751911119715096+0.7309307877017172j)
125,2.967707,1.0,(-0.00351490870092465-0.032807468154590264j),(-0.007870701808255475-0.0007038741823354175j),(0.47590546502104303+0.7387963686747994j)
126,2.980427,1.0,(0.0021051740234068225-0.03164102364306417j),(-0.00809040012940595-0.00106316846887607j),(0.3733057380886121+0.7433778624419491j)
127,2.993099,1.0,(0.007617065798746316-0.030349366632680928j),(-0.008271341587767822-0.00141654033651775j),(0.26787204738519743+0.744639580050023j)
128,3.005724,1.0,(0.012998195119424714-0.028942223129969354j),(-0.008413157588658503-0.0017622754796986135j),(0.16008239281376396+0.742563594715289j)
129,3.018303,1.0,(0.018226816347015912-0.027429555949097673j),(-0.008515659588380482-0.002098707377631828j),(0.050433130978876695+0.7371475265130404j)
130,3.030836,1.0,(0.023281721308823188-0.025821621296946696j),(-0.008578844338756868-0.002424203154228549j),(-0.06055390074036138+0.7284051087217778j)
131,3.043325,1.0,(0.028143499386727822-0.024128582770443694j),(-0.008602899143223215-0.00273724252005064j),(-0.17236081589726865+0.7163646267610932j)
132,3.055768,1.0,(0.03279229016325286-0.022361251307557246j),(-0.00858818341731257-0.00303628075691199j),(-0.28442279991886177+0.701073634691999j)
133,3.068167,1.0,(0.0372109797358937-0.020529932695606722j),(-0.008535247571828527-0.003319946076920573j),(-0.3962014083748393+0.6825910592639072j)
134,3.080523,1.0,(0.04138323327703163-0.01864508235369137j),(-0.008444803224698741-0.003586930079065248j),(-0.5071440756252701+0.6609919144464431j)
135,3.092835,1.0,(0.04529335939859904-0.016717406656737075j),(-0.008317746435860694-0.003835972814319538j),(-0.6166766630239061+0.6363695319017961j)
136,3.105105,1.0,(0.04892801807489158-0.014757088914054915j),(-0.00815510963124588-0.0040659684082315515j),(-0.7242520149586997+0.6088256392866815j)
137,3.117332,1.0,(0.05227434701132923-0.012774657717077495j),(-0.007958112853460254-0.004275857982866402j),(-0.8292995188455283+0.5784820630702568j)
138,3.129517,1.0,(0.05532151379222038-0.01078015759911626j),(-0.0077280932747574626-0.004464724672104963j),(-0.9312719117111425+0.5454699033414397j)
139,3.141661,1.0,(0.05806014360517272-0.008783406424554913j),(-0.007466530918858946-0.004631761827519788j),(-1.0296302345417507+0.5099321277424249j)
140,3.153763,1.0,(0.06048191023944147-0.006794336462380356j),(-0.0071750643972107115-0.004776244640747285j),(-1.1238319849839216+0.47202946085138614j)
141,3.165825,1.0,(0.06258066116352924-0.004822081203724267j),(-0.006855391179622304-0.004897603080606118j),(-1.2133727408099775+0.43192459031297253j)
142,3.177846,1.0,(0.06435118774584496-0.002875979077146599j),(-0.0065093819345862156-0.004995352935795905j),(-1.2977439458553213+0.38980035099736865j)
143,3.189828,1.0,(0.0657903563074458-0.0009644797604269465j),(-0.006138936222195984-0.005069154615324136j),(-1.3764778935923068+0.34583777661459614j)
144,3.20177,1.0,(0.06689609331135511+0.0009038051244826557j),(-0.00574611084904977-0.005118769460920447j),(-1.4491114934665235+0.30023827682007254j)
145,3.213673,1.0,(0.067668175610339+0.0027210294618352634j),(-0.005332990186559666-0.005144086755516617j),(-1.51522012407244+0.2532025573292742j)
146,3.225537,1.0,(0.06810778614723735+0.004479616705074964j),(-0.00490175201250567-0.005145118099598087j),(-1.574402593341083+0.2049422867922378j)
147,3.237363,1.0,(0.06821765742221643+0.006172617064355733j),(-0.00445458948666843-0.005121993603925927j),(-1.6262935132546166+0.15567018974067304j)
148,3.249151,1.0,(0.0680019606270735+0.007793370547629745j),(-0.003993776904928428-0.005074956459015867j),(-1.6705570691572453+0.10560789518216607j)
149,3.260901,1.0,(0.06746633370216709+0.009335765740801328j),(-0.0035216189149433986-0.005004376921980366j),(-1.7068935790995399+0.05498083764969053j)
150,3.272614,1.0,(0.06661780193837803+0.010794338762186358j),(-0.003040401463935396-0.004910725528573601j),(-1.7350440115166177+0.004011681163837433j)
151,3.284291,1.0,(0.06546464559964503+0.012164099909799931j),(-0.002552416017468849-0.00479458038668072j),(-1.754788347991388-0.047074559653954795j)
152,3.29593,1.0,(0.06401679572999251+0.01344030859287179j),(-0.0020600712755386246-0.004656658609136015j),(-1.765942913832526-0.09804007562718586j)
153,3.307534,1.0,(0.06228489199355315+0.01461932165857049j),(-0.0015655681355321524-0.0044977248370045375j),(-1.7683734456538622-0.1486696524153348j)
154,3.319101,1.0,(0.06028137412516351+0.015697504723070545j),(-0.00107127735820066-0.004318700096218832j),(-1.7619864864394317-0.19872770830281017j)
155,3.330633,1.0,(0.05801923250961247+0.016672216302535108j),(-0.0005793799026283502-0.00412054568743252j),(-1.7467332003197331-0.24799948859175658j)
156,3.34213,1.0,(0.05551279473988194+0.017541145783319206j),(-9.209284915798064e-05-0.0039043315989952757j),(-1.7226107478072556-0.2962652521316521j)
157,3.353592,1.0,(0.052777366017660046+0.01830257310978414j),(0.0003884222381633313-0.0036712150339721777j),(-1.6896631226239314-0.3433097737621986j)
158,3.365019,1.0,(0.04982920666761299+0.018955322187901785j),(0.0008600599465971735-0.0034224229691720938j),(-1.6479821708279991-0.3889245935814932j)
159,3.376412,1.0,(0.046685093908907085+0.01949885088138033j),(0.001320830199009391-0.003159232568476846j),(-1.5977017065373955-0.4329115801017106j)
160,3.387771,1.0,(0.04336278127545378+0.019933061894359873j),(0.0017687807140366058-0.0028829956483016088j),(-1.5390058639570068-0.4750763823614832j)
161,3.399096,1.0,(0.039880691629507414+0.020258415967371206j),(0.0022020421440637297-0.0025951223234793384j),(-1.4721251499045842-0.5152337402116844j)
162,3.410388,1.0,(0.03625746214983418+0.02047591619140672j),(0.002618878166751788-0.0022970395149536486j),(-1.397328644216695-0.553211082471902j)
163,3.421647,1.0,(0.03251248651988204+0.02058700449947448j),(0.00301761314902185-0.001990236948875973j),(-1.314936007644965-0.5888424458779491j)
164,3.432873,1.0,(0.02866553723120383+0.020593647536303893j),(0.0033966763128102147-0.001676233686954822j),(-1.2253093509861335-0.6219734124573328j)
165,3.444067,1.0,(0.024736284715321213+0.020498227664006406j),(0.0037546440721464742-0.0013565416217966924j),(-1.128845110641721-0.652463586304683j)
166,3.455229,1.0,(0.020744918467654166+0.02030360112086273j),(0.00409016861193698-0.0010327171162074077j),(-1.0259859977150783-0.6801820071443173j)
167,3.466358,1.0,(0.01671205824410321+0.02001303818814897j),(0.0044020014221895715-0.0007063486459103688j),(-0.9172241802199594-0.7050084635118228j)
168,3.477456,1.0,(0.012657227281491568+0.01963015695628012j),(0.004689097802873903-0.0003789391870749388j),(-0.803057541272398-0.7268431747522085j)
169,3.488521,1.0,(0.008601262534658597+0.01915904945621203j),(0.004950434720585119-5.209636584978673e-05j),(-0.684057868972861-0.7455914322902852j)
170,3.499557,1.0,(0.004562606065927943+0.018603882098560415j),(0.00518526318971524+0.0002727630323773623j),(-0.5607636364171629-0.7611834698720554j)
171,3.510561,1.0,(0.0005619398102793583+0.017969475809119232j),(0.005392798535166055+0.0005940388790718921j),(-0.43381627801370787-0.7735518145688185j)
172,3.521535,1.0,(-0.003382252297252896+0.017260651482997373j),(0.005572496984771199+0.0009103131741109052j),(-0.30382741605675984-0.7826516249376853j)
173,3.532479,1.0,(-0.007251257512114721+0.016482596109985103j),(0.005723904668150797+0.0012201412178643252j),(-0.1714525512290085-0.7884491658475713j)
174,3.543392,1.0,(-0.011026589456337698+0.015640800600260903j),(0.005846692823439486+0.0015220969006926048j),(-0.03737832893231702-0.7909258056554098j)
175,3.554275,1.0,(-0.014691099018250364+0.014740800425790021j),(0.005940687983884828+0.0018148610809117743j),(0.09771783673758555-0.7900791848921568j)
176,3.565129,1.0,(-0.01822835747181892+0.01378827167158462j),(0.006005841292264622+0.0020971675620536003j),(0.23314749906652193-0.7859201550028911j)
177,3.575953,1.0,(-0.021622062782768285+0.012789192647454675j),(0.006042215072295076+0.002367759287117829j),(0.3681893885578315-0.7784752055387811j)
178,3.586749,1.0,(-0.024857736749932142+0.011749370831973638j),(0.006050018208675332+0.002625520176801741j),(0.5021554260136634-0.7677835147048654j)
179,3.597515,1.0,(-0.027920609858403965+0.010675048466503717j),(0.006029565049825577+0.0028693067470757522j),(0.6343071466453151-0.7539013965654243j)
180,3.608253,1.0,(-0.03079809349617963+0.009572117173697454j),(0.005981301021701185+0.003098149013070644j),(0.7639590689141789-0.7368952728698537j)
181,3.618962,1.0,(-0.03347779626637635+0.008446782154885004j),(0.005905787795279628+0.0033110827412855003j),(0.8903962625861359-0.7168484685940756j)
182,3.629643,1.0,(-0.035948945720127676+0.007305015259586963j),(0.00580369301909497+0.003507272717571258j),(1.0129389227862748-0.6938546765456401j)
183,3.640296,1.0,(-0.038201644599369325+0.00615283672543444j),(0.005675795760430218+0.003685947388427j),(1.130909919967094-0.6680216116739586j)
184,3.650921,1.0,(-0.04022720058187113+0.004996197370196336j),(0.005522981677258219+0.0038464207775329618j),(1.2436511101248535-0.6394687489067759j)
185,3.661519,1.0,(-0.042018271786342855+0.003840821518955743j),(0.005346217796601685+0.00398811750988576j),(1.3505367653814622-0.6083253028243049j)
186,3.672089,1.0,(-0.043568452140520506+0.002692529917833244j),(0.005146599971149401+0.004110520490778473j),(1.4509468373337506-0.5747355380898213j)
