,omega_0 [rad/s],zeta_a [m],eta_3a [m],eta_5a [rad],mu_ua [-]
187,3.682632,1.0,(-0.012342627356615836+0.005085341039265108j),(0.005264985475328395+0.0024678778826698637j),(0.055285933026280376-0.5120343621665497j)
188,3.693148,1.0,(-0.014324225022390473+0.002406918530480706j),(0.004928448512629933+0.002583333666427243j),(0.1774075038737265-0.40706949329016157j)
189,3.703637,1.0,(-0.016099937171937004-0.0002602776716448366j),(0.004571366742241984+0.0026823627620393246j),(0.294654706903367-0.29859985941782446j)
190,3.7141,1.0,(-0.017663172309633216-0.002908170122999382j),(0.004195329323930833+0.0027646127565763025j),(0.40636195487754134-0.18690697116533395j)
191,3.724537,1.0,(-0.019008517713796615-0.005528438763512521j),(0.003802036872026832+0.0028298125688510493j),(0.5118849324913494-0.07230618904535469j)
192,3.734947,1.0,(-0.020131850209943652-0.008112509924316861j),(0.0033932958538727513+0.0028777720930787j),(0.6106094497446737+0.044852588223136425j)
193,3.745332,1.0,(-0.021030767634857096-0.010652650213569242j),(0.0029708547672864134+0.0029084163584109472j),(0.7019919384026142+0.16423122759959827j)
194,3.755691,1.0,(-0.02170395188921895-0.013140461711016372j),(0.0025366319817857305+0.0029217379767568523j),(0.7855071942383642+0.2854375672755515j)
195,3.766024,1.0,(-0.022151617694259707-0.015567952934504513j),(0.00209254853852484+0.0029178289395338547j),(0.8606905880653203+0.40807169547330285j)
196,3.776332,1.0,(-0.022375396070353538-0.017927561595235016j),(0.0016405191615191128+0.0028968731478703994j),(0.9271375409712465+0.5317282179517453j)
197,3.786614,1.0,(-0.0223782336829576-0.020211480378713266j),(0.0011825684172205185+0.0028591410512448534j),(0.9844872848473987+0.6559625563067388j)
198,3.796872,1.0,(-0.022164430494191287-0.02241282905933285j),(0.0007206030997349217+0.002804982158647305j),(1.0324559988386457+0.7803529937719924j)
199,3.807105,1.0,(-0.021739606115663723-0.02452437437683383j),(0.0002566761300401591+0.002734838500078637j),(1.0708045671750632+0.9044302881266337j)
200,3.817313,1.0,(-0.02111067432923595-0.02653945066331944j),(-0.0002072044413386096+0.002649232576127861j),(1.0993648123561541+1.0277281978744601j)
201,3.827497,1.0,(-0.020285677564128787-0.028451974439244392j),(-0.0006690867876364421+0.002548759337452122j),(1.1180358244284359+1.1497853796172j)
202,3.837656,1.0,(-0.01927399221531592-0.030255877044885318j),(-0.0011269438732634802+0.002434105828219211j),(1.1267800713629155+1.2701126456904883j)
203,3.847792,1.0,(-0.01808579894382067-0.03194607310225559j),(-0.0015789099402853909+0.0023059969646394515j),(1.1256300492360962+1.388254531938085j)
204,3.857903,1.0,(-0.016732752038746912-0.0335172680280709j),(-0.0020229703866055746+0.002165274378089381j),(1.1146851774054345+1.50370908996707j)
205,3.867991,1.0,(-0.015226975039840964-0.03496532733057416j),(-0.0024573345180467325+0.00201279293430662j),(1.094110870835928+1.6160244925378846j)
206,3.878055,1.0,(-0.013581867028106383-0.03628616848758316j),(-0.002880121799893064+0.0018495059954816758j),(1.0641429203653927+1.7247200525378679j)
207,3.888096,1.0,(-0.011811322359552017-0.03747653622445617j),(-0.003289601804968445+0.0016763923404541975j),(1.025079372268808+1.8293466264183729j)
208,3.898113,1.0,(-0.00993027297300871-0.03853349997411341j),(-0.0036840201061553784+0.0014945109828671873j),(0.9772896940860366+1.9294446680754773j)
209,3.908108,1.0,(-0.007953695502707078-0.03945503778550786j),(-0.004061814134941587+0.0013049139631694294j),(0.9211917519265362+2.024598554814567j)
210,3.918079,1.0,(-0.005897869261921611-0.04023930028805336j),(-0.004421343219071276+0.0011087595803825905j),(0.8572857526611215+2.1143709491684324j)
211,3.928027,1.0,(-0.0037788692564479478-0.040885360479483865j),(-0.004761168105276622+0.0009071885325914696j),(0.7861123941833916+2.198371478776001j)
212,3.937953,1.0,(-0.0016130612516081584-0.04139283013738623j),(-0.005079933500703902+0.0007013594494708975j),(0.7082643197089359+2.2762297095775854j)
213,3.947856,1.0,(0.0005825463889323167-0.041761813026625516j),(-0.005376312189617251+0.0004924954235373727j),(0.6244004883118467+2.3475826497256547j)
214,3.957738,1.0,(0.0027915235392484564-0.04199313669662553j),(-0.00564916945466429+0.00028176934547927254j),(0.5352006781559779+2.4121141474910885j)
215,3.967597,1.0,(0.004996555515380341-0.04208810583983929j),(-0.005897360873840284+7.044552637383843e-05j),(0.4414222079238346+2.469508434888921j)
216,3.977433,1.0,(0.007180870477521038-0.04204868913316561j),(-0.006119914535244623-0.00014025171274519038j),(0.34384432357460337+2.5194953048216284j)
217,3.987248,1.0,(0.009328395810516015-0.0418773912473988j),(-0.006316018469368481-0.00034914827849963706j),(0.24325733237348945+2.561843029917037j)
218,3.997041,1.0,(0.011422664059484904-0.04157728696015828j),(-0.006484898938322025-0.0005550179495498502j),(0.1405081342453327+2.5963384510949155j)
219,4.006813,1.0,(0.013448111090292304-0.04115192546638529j),(-0.006625952396945661-0.0007566919725476084j),(0.036446107093865754+2.6228087309414847j)
220,4.016563,1.0,(0.01538922536978287-0.04060545490713241j),(-0.0067386577502753274-0.0009529840522308927j),(-0.06804258907332605+2.6411113284437766j)
221,4.026292,1.0,(0.017231544987468064-0.039942397963062606j),(-0.006822651919714819-0.0011427847173700195j),(-0.17208257167843088+2.6511436677759512j)
222,4.035999,1.0,(0.018960906015029026-0.03916787037801009j),(-0.0068776768936345874-0.001324971767261025j),(-0.2747725806788883+2.6528372861537433j)
223,4.045686,1.0,(0.02056447244499419-0.03828715825729076j),(-0.006903617962240621-0.0014985280706548637j),(-0.37524494982218093+2.646160617247474j)
224,4.055352,1.0,(0.022029722682290618-0.037306163298530426j),(-0.006900471377127342-0.0016624258982914633j),(-0.4726072726132069+2.631118865647153j)
225,4.064997,1.0,(0.02334524009758319-0.036231073853196884j),(-0.006868361701432297-0.001815707239534225j),(-0.5659921386650838+2.6077554004555297j)
226,4.074621,1.0,(0.0245006732777824-0.035068390964957244j),(-0.006807552614452345-0.00195747278493046j),(-0.6545520821903449+2.5761489844016214j)
227,4.084225,1.0,(0.025486780299552918-0.03382473985471168j),(-0.006718410642719011-0.002086899188320928j),(-0.7374736614964771+2.5364117126933134j)
228,4.093808,1.0,(0.02629523341342977-0.03250723881996449j),(-0.006601447304305763-0.00220320280925482j),(-0.8139578460007173+2.488698791064373j)
229,4.103371,1.0,(0.02691906943313511-0.031122918205675695j),(-0.006457273220352235-0.002305694341171303j),(-0.883259130085502+2.4331904379310183j)
230,4.112915,1.0,(0.027352458444554195-0.029678930166546425j),(-0.006286601558866425-0.0023937552162040195j),(-0.9446724867026467+2.3700968926246566j)
231,4.122437,1.0,(0.02759066557786054-0.028183146658191056j),(-0.006090342967354739-0.0024668071169630396j),(-0.9975163081249762+2.299689110958694j)
232,4.131941,1.0,(0.02763040421012074-0.02664238936022474j),(-0.0058693717540662105-0.002524417997427952j),(-1.041202319803206+2.222219051295033j)
233,4.141424,1.0,(0.027469552549904692-0.025064623768733627j),(-0.005624819760924077-0.0025661787146075616j),(-1.0751630486255446+2.138019135752041j)
234,4.150888,1.0,(0.027107269818752996-0.02345696164375688j),(-0.005357799981643708-0.0025917993905730315j),(-1.098915099775711+2.0474085748007966j)
235,4.160332,1.0,(0.0265440501018384-0.02182693191799042j),(-0.00506959747732946-0.0026010659199871998j),(-1.1120296249642376+1.9507577401857519j)
236,4.169757,1.0,(0.025781573227048323-0.020181624028549283j),(-0.004761527493957663-0.0025938526002664305j),(-1.1141514912459505+1.8484398217435511j)
237,4.179163,1.0,(0.024822804311788876-0.01852813777492012j),(-0.004435012538039413-0.002570123442741161j),(-1.1049949528464105+1.7408582460794335j)
238,4.188549,1.0,(0.023672083842015607-0.016873563699853822j),(-0.0040915935348222595-0.002529935316021506j),(-1.0843518244962473+1.6284472516730493j)
239,4.197917,1.0,(0.022334590469312403-0.015224226451257573j),(-0.0037327665624598684-0.002473425253400016j),(-1.052083956064964+1.5116203357109403j)
240,4.207266,1.0,(0.02081703622750224-0.013586739437375343j),(-0.0033601988321022343-0.0024008275084503716j),(-1.0081386502695642+1.3908398495733265j)
241,4.216596,1.0,(0.019127135578321217-0.011967230741543572j),(-0.0029755754976714894-0.002312466619891234j),(-0.9525411281612739+1.2665679916796713j)
242,4.225907,1.0,(0.01727369596357776-0.010371512696926419j),(-0.0025806301704266576-0.0022087522645944145j),(-0.8853973552979411+1.1392743842223525j)
243,4.235199,1.0,(0.015266543604339346-0.008805062527783502j),(-0.0021771323895595717-0.0020901772573538747j),(-0.806894628377688+1.009433943776585j)
244,4.244473,1.0,(0.013116202153056953-0.007272798007239983j),(-0.0017668368677150514-0.0019573084128361425j),(-0.7172893359846881+0.8775112564550704j)
245,4.253729,1.0,(0.010834297779005629-0.005779445973589391j),(-0.0013515627430758983-0.0018107977578596846j),(-0.6169248973563989+0.7439838924957944j)
246,4.262967,1.0,(0.008433264364629735-0.004329313210967097j),(-0.0009331451710998617-0.0016513779706309752j),(-0.5062220634964343+0.6093283728526853j)
247,4.272186,1.0,(0.005926561806103221-0.002926439333215349j),(-0.0005134689561548787-0.0014798758777753837j),(-0.38569167612567956+0.4740311872032681j)
248,4.281387,1.0,(0.003327757612618054-0.0015741158079062168j),(-9.432363126360343e-05-0.0012971506130445745j),(-0.25589238375794243+0.3385433460393916j)
249,4.290571,1.0,(0.000650970218063895-0.0002752277720061659j),(0.00032251005829100454-0.0011041194518012355j),(-0.11744968658744886+0.20330583693202484j)
250,4.299737,1.0,(-0.00208864100818257+0.0009675116793359951j),(0.0007351823407409897-0.0009018086401133518j),(0.028914854018025852+0.06877935222018616j)
251,4.308884,1.0,(-0.004875475981821698+0.002151837963390742j),(0.0011418709519349312-0.0006912964915087063j),(0.18241256018829533-0.06458984772858943j)
252,4.318015,1.0,(-0.00769487235406036+0.0032764514914063124j),(0.0015409667546877207-0.0004736205796710045j),(0.34226534915999196-0.19642799801406224j)
253,4.327128,1.0,(-0.010530433985754983+0.004339838598727203j),(0.0019306832471660527-0.00024998149617846824j),(0.5075559871188504-0.3263047040499148j)
254,4.336223,1.0,(-0.013366246704786859+0.005341184026800692j),(0.0023093723218773165-2.1568554333114263e-05j),(0.6773519009481856-0.45383776481379j)
255,4.345301,1.0,(-0.016186691906604798+0.006280189237026566j),(0.002675487709590757+0.00021042086612290507j),(0.8506960577887035-0.5786781433293076j)
256,4.354362,1.0,(-0.018975915140507452+0.007156840312964242j),(0.0030275038400589356+0.0004447369366809942j),(1.026575502699251-0.7004823489301965j)
257,4.363406,1.0,(-0.021718196607698022+0.007971508521858784j),(0.003363964209329147+0.0006801159038637281j),(1.2039455237884766-0.8189300556134106j)
258,4.372432,1.0,(-0.024397800702475804+0.008724858237763632j),(0.0036834627939873904+0.000915246619482654j),(1.3817152127439685-0.9337093663825945j)
259,4.381442,1.0,(-0.027000192640924323+0.009418148531853174j),(0.00398477610677023+0.0011488975331500444j),(1.5588344442920832-1.044571005238521j)
260,4.390436,1.0,(-0.029510656221812464+0.010052762493410498j),(0.004266698612245103+0.001379784117011682j),(1.7341994794639257-1.1512620072572424j)
261,4.399411,1.0,(-0.03191417991443586+0.010630225902675537j),(0.004528031797776812+0.0016065480444294393j),(1.9066439605361112-1.2535198445388387j)
262,4.40837,1.0,(-0.03419797565431404+0.011152713114148899j),(0.004767864514587295+0.0018280066947280443j),(2.075117110810476-1.3511771849030652j)
263,4.417314,1.0,(-0.03634930034960009+0.011622487075837011j),(0.00498530757881632+0.002042941104345511j),(2.238535460417668-1.444063205237717j)
264,4.426241,1.0,(-0.0383554035078534+0.012041872069189134j),(0.0051795121436176055+0.0022500871859907983j),(2.3957739006700978-1.5320013390235014j)
265,4.435151,1.0,(-0.040204866148327835+0.012413508795171188j),(0.005349794052054751+0.0024482661790768976j),(2.545767339003321-1.6148604114062475j)
266,4.444045,1.0,(-0.04188731038567162+0.01274019035144124j),(0.005495601939272636+0.002636367149662441j),(2.6874919146536485-1.6925412189108369j)
267,4.452923,1.0,(-0.043393023024094+0.013024831502609562j),(0.005616470962136886+0.0028132944067857262j),(2.81994169793883-1.7649568455778581j)
268,4.461784,1.0,(-0.04471311787444885+0.013270384157555198j),(0.005712052560231079+0.002977995455022023j),(2.9421355367840927-1.832035497398965j)
269,4.47063,1.0,(-0.045840130110143276+0.013479963153016543j),(0.005782133251586835+0.0031295280593081976j),(3.0531808385476653-1.8937484918578154j)
270,4.47946,1.0,(-0.046767202308886+0.01365662082595473j),(0.0058265997184712365+0.0032669602008515777j),(3.1521931605765263-1.950063983896806j)
271,4.488274,1.0,(-0.04748869736340844+0.013803445934757422j),(0.005845460645208406+0.003389447655475316j),(3.238360408813861-2.000976806739723j)
272,4.497072,1.0,(-0.04800007999029728+0.01392350715016672j),(0.00583884803989124+0.00349622293342716j),(3.3109329696839556-2.0465000930072867j)
273,4.505855,1.0,(-0.048297939185910965+0.014019832954165078j),(0.005806998494681311+0.0035866060744104643j),(3.3692349060790754-2.0866681475338322j)
274,4.514621,1.0,(-0.048379919077577195+0.014095333450763914j),(0.005750280718956624+0.003659970537178316j),(3.412642144680647-2.121516712225649j)
275,4.523373,1.0,(-0.048244873258686115+0.014152867899876477j),(0.0056691455294338175+0.0037158178666461083j),(3.4406322885338607-2.1511149563921577j)
276,4.532108,1.0,(-0.04789278603497592+0.014195134217711309j),(0.005564199635999878+0.0037536974135950587j),(3.4527384844185955-2.1755245625115247j)
277,4.540829,1.0,(-0.04732460640420487+0.014224708611801617j),(0.005436090305624725+0.003773280724008179j),(3.448589375617291-2.1948367430297444j)
278,4.549534,1.0,(-0.04654262979052632+0.014243987313711397j),(0.0052856319244726805+0.003774315144812795j),(3.427893346993149-2.2091390250948995j)
279,4.558224,1.0,(-0.04555006686056537+0.014255188723303034j),(0.00511369449780408+0.0037566507184562193j),(3.390445025834305-2.2185348790404373j)
280,4.566899,1.0,(-0.044351250892477045+0.014260353074776362j),(0.004921252188767946+0.0037202292271947823j),(3.3361290096830705-2.22313342370587j)
281,4.575559,1.0,(-0.04295158255420179+0.014261292800490825j),(0.004709371634505555+0.0036650915528550947j),(3.2649189250976494-2.223049455270783j)
282,4.584204,1.0,(-0.04135745547119078+0.014259624001884508j),(0.004479199822322203+0.0035913763364354393j),(3.1768808232834505-2.218404702500134j)
283,4.592834,1.0,(-0.039576244075193084+0.01425671571929818j),(0.00423196053667192+0.0034993200402173305j),(3.072170818797092-2.209324730632557j)
284,4.60145,1.0,(-0.03761602406938548+0.014253734056440825j),(0.0039689193418425694+0.0033892384556332813j),(2.951022418945358-2.1959364438318043j)
285,4.610051,1.0,(-0.03548617506958233+0.014251591192778856j),(0.0036914620332070157+0.003261567854535151j),(2.813784596793358-2.178372482274116j)
286,4.618637,1.0,(-0.03319672497680182+0.014250981554196197j),(0.003401007702042848+0.003116825483605919j),(2.6608848121477378-2.1567656998434193j)
287,4.627208,1.0,(-0.030758438730338924+0.01425236089359429j),(0.0030990209574677046+0.002955621852074316j),(2.4928375107380596-2.1312520569294318j)
288,4.635765,1.0,(-0.028182517508892033+0.014255957116292822j),(0.0027869751659778644+0.0027786264672051537j),(2.310219387431644-2.1019614942659075j)
289,4.644308,1.0,(-0.025481053462421282+0.014261781782679294j),(0.0024664130819553416+0.002586613243793271j),(2.113706948100936-2.069028075892214j)
290,4.652836,1.0,(-0.02266706356136465+0.014269622200874283j),(0.0021389430748760744+0.002380460515850348j),(1.9040809292762715-2.0325894801276765j)
291,4.66135,1.0,(-0.019753422586645506+0.014279072916460493j),(0.0018061183209272707+0.0021610730762197704j),(1.682150308458158-1.99277509365415j)
292,4.66985,1.0,(-0.016753782029815187+0.01428952705971433j),(0.0014695437242835477+0.0019294493902173755j),(1.4488176360266918-1.949715730760366j)
293,4.678335,1.0,(-0.013682514751789877+0.014300194140015696j),(0.001130868579278796+0.0016866825089895247j),(1.2050817254438986-1.90354787976907j)
294,4.686807,1.0,(-0.010553202288997128+0.014310120021380294j),(0.0007916190245777083+0.0014338392767165883j),(0.9519169863774044-1.8543903983152141j)
295,4.695264,1.0,(-0.007381126061157714+0.0143182047863162j),(0.0004534708508938691+0.0011721564126012333j),(0.6904729711901743-1.8023826406322747j)
296,4.703709,1.0,(-0.004179833511473224+0.014323202272767429j),(0.00011788504128183102+0.0009027667010002733j),(0.42179593022043604-1.747633842355826j)
297,4.712138,1.0,(-0.0009656116607206791+0.014323754299803253j),(-0.00021342683822176615+0.0006270650464233131j),(0.1472006091664274-1.690295926834976j)
298,4.720554,1.0,(0.0022479205133735538+0.01431840370363335j),(-0.0005390610233216505+0.00034625705305503345j),(-0.13218251289454896-1.6304755409977134j)
299,4.728956,1.0,(0.005445687973726671+0.014305606227544093j),(-0.0008574946039994819+6.170782661858573e-05j),(-0.4150603364618385-1.5683054391237015j)
300,4.737344,1.0,(0.00861313918057267+0.014283757673502904j),(-0.0011672931925870555-0.0002252295920183194j),(-0.7001441017111689-1.5039114020547628j)
301,4.745719,1.0,(0.011736315753065666+0.0142512135837949j),(-0.0014671074623320796-0.0005132221919258567j),(-0.9861582365819196-1.4374124832589037j)
302,4.754081,1.0,(0.014801143103545522+0.014206297787498864j),(-0.0017556099629883351-0.0008008950542053748j),(-1.2717786095760224-1.368934974686713j)
303,4.762429,1.0,(0.01779353571605226+0.01414733473269841j),(-0.00203150127190552-0.0010868364894447906j),(-1.5556391632381263-1.29861553256328j)
304,4.770764,1.0,(0.020700555006905246+0.014072655647568443j),(-0.002293624761836667-0.001369710850006105j),(-1.836439773238385-1.2265762592316163j)
305,4.779086,1.0,(0.0235093415546736+0.013980628732576819j),(-0.002540858678390672-0.0016481613436198968j),(-2.112851347349417-1.1529482991243274j)
306,4.787393,1.0,(0.026206951774332632+0.013869696079745286j),(-0.0027721118617444578-0.0019207856824371198j),(-2.383492161962441-1.0778848281116884j)
307,4.795688,1.0,(0.028782645286344284+0.013738307937388144j),(-0.002986515419434727-0.0021863736822714786j),(-2.6471621200470024-1.0014957409630945j)
308,4.80397,1.0,(0.031224991044497732+0.01358501694520767j),(-0.0031831707361866758-0.0024436130216392987j),(-2.90255666099067-0.9239296437743104j)
309,4.812239,1.0,(0.033523595194495465+0.013408510658690285j),(-0.0033613081352566305-0.002691270692118401j),(-3.1484315775747436-0.8453303050345203j)
310,4.820494,1.0,(0.0356685269062318+0.013207574465671819j),(-0.0035202273233754687-0.002928127374660891j),(-3.3835559197217027-0.765853661584043j)
311,4.828737,1.0,(0.03765140937469612+0.012981053875231791j),(-0.0036593859256588033-0.00315310265564519j),(-3.606826522362686-0.6856306690080017j)
312,4.836967,1.0,(0.0394638786781653+0.012727989211005443j),(-0.0037782823596639965-0.003365087397793973j),(-3.817104622633644-0.6048237614314682j)
313,4.845183,1.0,(0.04109851662295285+0.012447612856338495j),(-0.0038765285960414633-0.003563044530179196j),(-4.013310756794841-0.5236008086757521j)
314,4.853388,1.0,(0.042549505550133426+0.01213912230103602j),(-0.003953877327692107-0.0037460937316879214j),(-4.1945217931123855-0.4420915739798815j)
315,4.861579,1.0,(0.04381081513897972+0.011802126330227505j),(-0.004010127697596375-0.003913294334514661j),(-4.359739632619031-0.36048904192868014j)
316,4.869758,1.0,(0.044878198601999576+0.011436174558765324j),(-0.004045224474535292-0.00406388883002046j),(-4.5081490453256805-0.2789391593680368j)
317,4.877924,1.0,(0.04574786435702723+0.011041134299562877j),(-0.00405919541603818-0.0041971413946162925j),(-4.638946460589199-0.1976197074009236j)
318,4.886078,1.0,(0.04641721732879616+0.010616945678360055j),(-0.00405217985522143-0.004312434484491876j),(-4.751441917470044-0.11669149842882032j)
319,4.894219,1.0,(0.04688440575234506+0.010163809338129418j),(-0.0040244164693566346-0.004409210123818354j),(-4.844999691584124-0.03633442637700757j)
320,4.902348,1.0,(0.047148682882971825+0.009681999903348545j),(-0.003976241850901953-0.004487022067926349j),(-4.919094548114956+0.04328920134060432j)
321,4.910464,1.0,(0.04721016653473497+0.009172061805483274j),(-0.00390810101136583-0.004545498847593349j),(-4.9732713962852575+0.12199840174248289j)
322,4.918569,1.0,(0.04706992434990933+0.008634535512235496j),(-0.003820507836201166-0.004584381053522273j),(-5.007183929078439+0.1996420257894318j)
323,4.92666,1.0,(0.04673004447486678+0.008070436345241561j),(-0.0037141244784322895-0.00460347885320625j),(-5.020558829760873+0.2760225302862056j)
324,4.934741,1.0,(0.04619326155666836+0.007480444202920891j),(-0.003589612777908818-0.004602718286775763j),(-5.013234288789233+0.35101315162067004j)
325,4.942808,1.0,(0.04546366511736354+0.006865986308617577j),(-0.003447836345389126-0.00458211213501287j),(-4.9851402529644755+0.42441422405994134j)
326,4.950863,1.0,(0.044545846806012396+0.006228159307770037j),(-0.0032896519582075495-0.004541767643256755j),(-4.9363039449210895+0.4960876452360181j)
327,4.958907,1.0,(0.04344519820353843+0.005568257123596694j),(-0.0031159999103006586-0.004481877782646342j),(-4.866839193929284+0.5658926648534439j)
328,4.966938,1.0,(0.0421683888367536+0.0048879635359544895j),(-0.0029279601223033396-0.00440274990784865j),(-4.776983533914622+0.6336663854111086j)
329,4.974957,1.0,(0.04072243813980975+0.004188801688180033j),(-0.002726615226810446-0.004304763310732478j),(-4.667048745733126+0.6992846004918594j)
330,4.982965,1.0,(0.039115070464571286+0.003472383329846144j),(-0.0025131050836424435-0.004188372035508698j),(-4.537433162829588+0.7626277265718466j)
331,4.990961,1.0,(0.037355093629244156+0.002740599435681716j),(-0.0022886799553243267-0.004054146459415798j),(-4.388658299276638+0.8235718818326294j)
332,4.998945,1.0,(0.03545180643204381+0.0019953084456922235j),(-0.002054612702711032-0.0039027265611052543j),(-4.2213282379487245+0.8820136789860784j)
333,5.006917,1.0,(0.033415145654430954+0.001238440202275077j),(-0.0018122273004543637-0.0037348333607479588j),(-4.036136135679605+0.9378614025406422j)
334,5.014878,1.0,(0.031255331452985737+0.0004718833827386398j),(-0.0015628491252627406-0.003551237733691899j),(-3.8338363069107446+0.9910436643310698j)
335,5.022827,1.0,(0.028983651558229958-0.00030226841352497876j),(-0.0013078999370303-0.0033528239470936305j),(-3.6153183035616223+1.041488722427785j)
336,5.030764,1.0,(0.02661160634937021-0.0010819653470702946j),(-0.0010487969065054495-0.0031405258227884154j),(-3.3815279903934488+1.0891478102832521j)
337,5.038691,1.0,(0.02415047536698074-0.0018653646254067832j),(-0.0007869069835316751-0.0029152788286688222j),(-3.133425701735523+1.133999286600986j)
338,5.046605,1.0,(0.02161345769722778-0.002650115558007112j),(-0.0005237775257079776-0.002678215656948668j),(-2.8721985248741855+1.1760079411242748j)
339,5.054508,1.0,(0.019012486505264235-0.0034343733395283678j),(-0.0002607918836975099-0.0024303779086977274j),(-2.5989446386993853+1.2151842768277323j)
340,5.0624,1.0,(0.01636035481028125-0.004216130618687266j),(6.003682428965852e-07-0.0021729078954393945j),(-2.3148872219163454+1.2515442159926082j)
341,5.070281,1.0,(0.01367005069731498-0.0049933918839495444j),(0.00025895843304421284-0.0019069888110599639j),(-2.0213058469648453+1.285119622811769j)
342,5.078149,1.0,(0.01095535918525958-0.005764011172878796j),(0.0005127942795875927-0.0016339085617005163j),(-1.7196098559146102+1.315953946760477j)
343,5.086007,1.0,(0.008228420524551507-0.006526385036196251j),(0.0007608033718612821-0.0013548086407801881j),(-1.4110634883132502+1.3441253770103052j)
344,5.093854,1.0,(0.0055027405014990045-0.007278567288189512j),(0.0010015806493045025-0.001070990440526688j),(-1.0971212442390494+1.3697131407253367j)
345,5.101689,1.0,(0.002791755158723763-0.008018682054584158j),(0.001233762529517569-0.0007837739798139507j),(-0.7792739534857205+1.3928147615112512j)
346,5.109514,1.0,(0.00010775409224257131-0.008745201550844853j),(0.0014561140782129753-0.0004943776157364385j),(-0.45891618592470873+1.4135502321008748j)
347,5.117328,1.0,(-0.0025361373287695354-0.009456388941975483j),(0.0016673627865934856-0.00020413408343258836j),(-0.13758350871576835+1.432047095878079j)
348,5.12513,1.0,(-0.005127047382763891-0.010150581263061138j),(0.0018662939288873813+8.562748798462055e-05j),(0.18317713791396634+1.4484460739585363j)
349,5.132922,1.0,(-0.007653412892662957-0.010826484332570642j),(0.0020518348083769095+0.00037369865487548695j),(0.5019347394005405+1.4629077305881297j)
350,5.140702,1.0,(-0.010102725464136274-0.011482509360655077j),(0.002222877095775469+0.0006587356598238045j),(0.8171004860066198+1.4755956837390658j)
351,5.148472,1.0,(-0.01246416898490547-0.012117506222155551j),(0.0023784791230614722+0.0009395665730139418j),(1.12725654475734+1.4866892030954393j)
352,5.156231,1.0,(-0.014726463671578996-0.012730157788793496j),(0.002517710414349781+0.0012149353082140282j),(1.430880751303224+1.4963717894061426j)
353,5.16398,1.0,(-0.01687945038156589-0.01331937830992594j),(0.0026397608033841657+0.0014836875531421545j),(1.7265556738447083+1.5048359463985288j)
354,5.171717,1.0,(-0.018912721448541343-0.013883953355025342j),(0.002743861615708216+0.00174460678531633j),(2.012780897024929+1.512274927975982j)
355,5.179444,1.0,(-0.020817590117363897-0.014423033624696519j),(0.002829394075228242+0.001996653118395754j),(2.288247743449385+1.5188899217990386j)
356,5.18716,1.0,(-0.02258523437334197-0.01493562719526351j),(0.0028957933160648655+0.0022387364848261036j),(2.5515827974979923+1.5248774992856038j)
357,5.194866,1.0,(-0.024208031194147082-0.015420969275070567j),(0.002942613029497282+0.0024698825119031566j),(2.80153485655116+1.5304357987653097j)
358,5.202561,1.0,(-0.02567867200202513-0.01587821532985665j),(0.0029694933869356074+0.002689111898030917j),(3.036849464224725+1.5357568405555346j)
359,5.210246,1.0,(-0.026991049130111862-0.016306725477160132j),(0.002976189862984587+0.002895566699884001j),(3.256401306209074+1.5410289541370688j)
360,5.21792,1.0,(-0.02813950434940176-0.016705803676836474j),(0.002962558623246877+0.0030883983012721197j),(3.459080484414629+1.54642930560951j)
361,5.225585,1.0,(-0.029119681201486097-0.017074960031200927j),(0.002928558307378081+0.00326690063129575j),(3.6439362308652075+1.5521276221476286j)
362,5.233237,1.0,(-0.029927346854892903-0.017413478268187624j),(0.002874283680024639+0.003430303983913353j),(3.8099616809339096+1.5582748143679457j)
363,5.24088,1.0,(-0.030560116465685763-0.017721062566702587j),(0.002799896362840334+0.0035780904473075113j),(3.956424885338393+1.5650147408357495j)
364,5.248513,1.0,(-0.031015904824989466-0.017997210187716634j),(0.002705691465782335+0.003709703528447464j),(4.082575620237384+1.5724690893644016j)
365,5.256136,1.0,(-0.031293670263458855-0.01824152259142876j),(0.002592069719596141+0.003824692610042595j),(4.187785828805613+1.5807405914120576j)
366,5.263749,1.0,(-0.03139330994969423-0.018453627585130365j),(0.0024595384153131648+0.003922685944657977j),(4.271534851815933+1.5899110140555408j)
367,5.271351,1.0,(-0.03131568309747686-0.018633149851422018j),(0.002308735376809345+0.004003381779004781j),(4.333406007536845+1.600037626820172j)
368,5.278944,1.0,(-0.031062546560699667-0.018779811407991686j),(0.002140341315817933+0.004066594981830504j),(4.373118988702491+1.6111563429484734j)
369,5.286525,1.0,(-0.030636755118265788-0.01889326374649768j),(0.0019552510889752905+0.004112178635886339j),(4.390481411718086+1.6232712220773733j)
370,5.294097,1.0,(-0.03004179951575184-0.0189732708243792j),(0.0017543181922106592+0.004140114606367842j),(4.385442255014797+1.636364742545461j)
371,5.301659,1.0,(-0.029282275040523838-0.01901953160212171j),(0.0015385854011400399+0.004150436847192459j),(4.358057548818316+1.6503860255729097j)
372,5.309211,1.0,(-0.028363615818589732-0.019031798128432344j),(0.001309166757998882+0.004143270468376959j),(4.308504865110149+1.6652557788209972j)
373,5.316753,1.0,(-0.027292120020237554-0.019009799080592416j),(0.0010672606088942874+0.004118818867842524j),(4.237087912374466+1.6808629607091852j)
374,5.324286,1.0,(-0.026074760269914277-0.01895328501045791j),(0.0008141178232295988+0.0040773620551196686j),(4.1442149787811795+1.697068742335041j)
