,omega_0 [rad/s],zeta_a [m],eta_3a [m],eta_5a [rad],mu_ua [-]
373,5.316753,1.0,(-0.02368992666222623-0.0036049422824233355j),(0.002197480179682585+0.002815676579209568j),(3.2079997088501093-0.44170147832206497j)
374,5.324286,1.0,(-0.021684900245842496-0.0038442767501324147j),(0.0018638582825654985+0.0027190138737862328j),(3.0055217997980295-0.3643660683342065j)
375,5.331809,1.0,(-0.019547500417053245-0.004068856492489029j),(0.0015179659896462836+0.0026076517790443086j),(2.7828576853806832-0.2832339317254089j)
376,5.339321,1.0,(-0.017288997236355123-0.004277849412198807j),(0.0011615114622195162+0.0024822201540819675j),(2.5410347706516867-0.19865061663815264j)
377,5.346824,1.0,(-0.014920471357295496-0.0044705725460189175j),(0.0007961254003081167+0.0023433721071936487j),(2.281104596668048-0.11095153356520449j)
378,5.354317,1.0,(-0.012454548698525667-0.004646317327681103j),(0.0004236393173273268+0.0021918840318521145j),(2.0043315201249214-0.020531166822242874j)
379,5.3618,1.0,(-0.009904156448694404-0.004804464101198994j),(4.588837032443361e-05+0.0020285843152689585j),(1.712061350722586+0.0722039431077014j)
380,5.369274,1.0,(-0.007282396604129693-0.004944484976637883j),(-0.00033530135610963254+0.0018543419113280116j),(1.4057026386015545+0.16683889852529404j)
381,5.376738,1.0,(-0.004603523054476075-0.005065865190276567j),(-0.0007179689685744261+0.0016701299069569822j),(1.0868446535724494+0.26291250040703906j)
382,5.384193,1.0,(-0.0018814754605557906-0.005168189531879374j),(-0.0011002306786897908+0.0014769279172846092j),(0.7570852118620459+0.3599702975724366j)
383,5.391638,1.0,(0.0008687638756545001-0.005251074186631434j),(-0.0014800843886781732+0.0012758143347591155j),(0.41819334795381585+0.45751493225948137j)
384,5.399073,1.0,(0.003632330308151509-0.005314212409036592j),(-0.0018555742478397134+0.0010678867911606761j),(0.07197160711186766+0.5550463350342786j)
385,5.406499,1.0,(0.006394568277312782-0.005357358771354995j),(-0.0022247972912934006+0.0008542491020472458j),(-0.27975867811804744+0.6520646418048099j)
386,5.413917,1.0,(0.009140730491585872-0.005380315774701258j),(-0.0025858591622840363+0.0006360335948560312j),(-0.6351215850749163+0.7480580335070554j)
387,5.421323,1.0,(0.01185421497495845-0.0053829323679224165j),(-0.0029366483245672325+0.00041454540350374463j),(-0.9919519029910082+0.8424414962780478j)
388,5.428721,1.0,(0.014521442943542476-0.005365125880415909j),(-0.00327546914861334+0.00019087038370565448j),(-1.3484323413026664+0.9347253247615683j)
389,5.43611,1.0,(0.017127122321835296-0.005326853084221695j),(-0.0036004254458727055-3.374716192983964e-05j),(-1.7024775033987356+1.024352388926391j)
390,5.44349,1.0,(0.019656570212119084-0.005268119819834466j),(-0.003909718543509382-0.0002580876478138666j),(-2.0520348123156995+1.11077416454113j)
391,5.45086,1.0,(0.02209507207104835-0.005188990650773868j),(-0.004201571104287401-0.0004809045102653253j),(-2.394999828741635+1.1934331092124233j)
392,5.45822,1.0,(0.024428672892034233-0.005089569918305725j),(-0.004474319815823862-0.0007009912499834639j),(-2.7293249864484554+1.2717862347376068j)
393,5.465572,1.0,(0.026644461678331045-0.004969974791391919j),(-0.004726445859981948-0.0009172162484499394j),(-3.0530688051615194+1.3453177199142847j)
394,5.472915,1.0,(0.02872911407485749-0.0048303940730976295j),(-0.004956402515196394-0.0011283817064417071j),(-3.364182342633835+1.4134860646927239j)
395,5.480248,1.0,(0.030669973829806588-0.004671071815489099j),(-0.005162750038698664-0.0013333205422728209j),(-3.660664615779443+1.4757647275560013j)
396,5.487572,1.0,(0.03245561072863317-0.0044922448395433665j),(-0.005344209408035924-0.0015309596593846625j),(-3.9406504744833613+1.5316595098403j)
397,5.494887,1.0,(0.03407505036455278-0.004294203139942778j),(-0.005499577900197312-0.0017202377523896665j),(-4.202296401798364+1.5806822756866847j)
398,5.502194,1.0,(0.03551830618715317-0.004077243758117506j),(-0.005627784797226505-0.0019001656461973154j),(-4.4438663318462455+1.6223703797035145j)
399,5.509491,1.0,(0.03677566711317322-0.0038417796784143356j),(-0.0057278312642548195-0.002069735521601241j),(-4.663611164095963+1.6562677771542078j)
400,5.516779,1.0,(0.03783897070672443-0.003588163338069925j),(-0.005798902434691768-0.0022280730336639533j),(-4.859980747857754+1.681958029614416j)
401,5.524059,1.0,(0.0387008970814991-0.0033167808988655116j),(-0.005840300885984664-0.002374361284105056j),(-5.03152002516514+1.6990521767217923j)
402,5.531329,1.0,(0.03935481721993592-0.003028153844410561j),(-0.005851453167453018-0.002507793866995906j),(-5.17682217452889+1.707183366517373j)
403,5.538591,1.0,(0.03979556623609081-0.0027226811726502533j),(-0.005831945578446301-0.0026277144024760475j),(-5.2946927518851+1.7060263594271645j)
404,5.545843,1.0,(0.04001880107505379-0.0024009446858634415j),(-0.00578151220176921-0.0027334745294566197j),(-5.384001706787704+1.695286225836179j)
405,5.553087,1.0,(0.04002145692027362-0.002063402396005082j),(-0.005700020199563301-0.0028245683231757903j),(-5.443818935669088+1.6747084222911472j)
406,5.560323,1.0,(0.039801493541132785-0.001710611287884407j),(-0.005587487794978791-0.002900538859186147j),(-5.473329232821692+1.644074303570446j)
407,5.56755,1.0,(0.03935810925768619-0.001343213728698614j),(-0.0054441119066166626-0.0029610086625997947j),(-5.471875756268904+1.6032159660680119j)
408,5.574768,1.0,(0.038691707166849484-0.0009618538359160469j),(-0.005270236188688023-0.00300570092239131j),(-5.438978114564179+1.5520094890718221j)
409,5.581977,1.0,(0.037803893995632776-0.0005671839544720365j),(-0.005066358371142763-0.0030344313799261237j),(-5.374322458587599+1.4903760375029864j)
410,5.589177,1.0,(0.03669747467527024-0.00015991844768243886j),(-0.004833132997182115-0.003047104450450434j),(-5.277771956456925+1.418287587077062j)
411,5.596369,1.0,(0.03537624324000849+0.0002592599041992414j),(-0.00457132983778275-0.003043716223991054j),(-5.1493446385168795+1.3357554087696515j)
412,5.603552,1.0,(0.03384551864200368+0.0006895078865563341j),(-0.004281940364219347-0.003024352826210487j),(-4.989270188220544+1.2428649933602276j)
413,5.610727,1.0,(0.03211139929869955+0.0011300554702436234j),(-0.003966029868766965-0.002989187511677389j),(-4.797920283278032+1.139730704462075j)
414,5.617894,1.0,(0.030181297369609967+0.001580020753580567j),(-0.0036248453719908715-0.0029384829602941863j),(-4.575864892431438+1.0265346287069543j)
415,5.625052,1.0,(0.02806406701883093+0.0020384227799802117j),(-0.0032598292258289065-0.002872601368417226j),(-4.323892274967835+0.9035307687574222j)
416,5.632201,1.0,(0.025769403745983435+0.002504256625943113j),(-0.0028725203106241435-0.002791985282286128j),(-4.04294930789672+0.7710210792688701j)
417,5.639342,1.0,(0.023307703319057328+0.0029765510408865364j),(-0.002464530293217426-0.002697147596419319j),(-3.7341138029173058+0.6293411424669451j)
418,5.646475,1.0,(0.020690640897156897+0.0034541920188734376j),(-0.0020376479683425573-0.002588688488337585j),(-3.3986737499371364+0.47890419125706846j)
419,5.653599,1.0,(0.01793124078775354+0.003935927953512667j),(-0.0015938459891564755-0.0024673024734552605j),(-3.038141106199481+0.32020593664728797j)
420,5.660715,1.0,(0.015042677427415706+0.004420578532159175j),(-0.0011350874918637248-0.002333723885012978j),(-2.654096074347248+0.15375542113339974j)
421,5.667822,1.0,(0.012039739943906618+0.0049067427296484705j),(-0.0006635668238703569-0.0021887898062476208j),(-2.2483829947073612-0.01983205696048357j)
422,5.674922,1.0,(0.008936713854948021+0.005393148338288785j),(-0.00018137485500318418-0.002033337535019349j),(-1.8228259705651004-0.19995745372925902j)
423,5.682014,1.0,(0.0057498452358995785+0.005878229226931466j),(0.00030911182073946466-0.001868321350529642j),(-1.37956435639505-0.38589070652233004j)
424,5.689096,1.0,(0.0024965155229986465+0.006360268291944682j),(0.0008053634439116256-0.001694777025508258j),(-0.9209482012724576-0.5768147314287849j)
425,5.696171,1.0,(-0.0008076451823569792+0.006837788341211803j),(0.0013051330191391594-0.0015136617315653677j),(-0.4491309551273812-0.771991323685543j)
426,5.703238,1.0,(-0.0041447271801311044+0.007308948638828103j),(0.0018058383602436634-0.0013260667115177372j),(0.033365582712774844-0.9705222406015656j)
427,5.710296,1.0,(-0.007496427406830854+0.007771810083530788j),(0.002304850364584978-0.0011331167256750693j),(0.5239103268023381-1.1714548463195624j)
428,5.717347,1.0,(-0.010845580366820925+0.008224530983347867j),(0.0027997177573829495-0.0009358782712907051j),(1.0199914029422201-1.3738729696183718j)
429,5.724389,1.0,(-0.01417293511299684+0.008664904623095902j),(0.0032876856846062604-0.0007355437267402361j),(1.5187410487808364-1.5766980329623594j)
430,5.731423,1.0,(-0.01746056522908228+0.009090815572267479j),(0.003766199992759682-0.000533230494221089j),(2.0174398249582057-1.7788936322895887j)
431,5.738449,1.0,(-0.020690063766652746+0.009499975927162152j),(0.00423263810857841-0.0003300839691212793j),(2.5132496975267413-1.9793530798585697j)
432,5.745468,1.0,(-0.023843573154143413+0.00989004476367183j),(0.004684455090514344-0.00012721335345166446j),(3.003370630804528-2.176957592520606j)
433,5.752477,1.0,(-0.026901636183838167+0.01025837236497653j),(0.005118881270041195+7.417035572177954e-05j),(3.484707572668586-2.3704455061993253j)
434,5.75948,1.0,(-0.029848164862370807+0.010602560626648496j),(0.005533622156617712+0.00027308275082052285j),(3.9546452034673014-2.558716069557546j)
435,5.766474,1.0,(-0.032664438186297585+0.010919764645528197j),(0.005926010111126991+0.0004683669585709247j),(4.410108923263102-2.740449959012815j)
436,5.773461,1.0,(-0.03533429772774872+0.011207279701084321j),(0.006293734280476353+0.0006590471541293486j),(4.848387572227812-2.914440797706218j)
437,5.78044,1.0,(-0.03784094984588099+0.011462176858893322j),(0.0066343947733650864+0.0008441081098131587j),(5.266623279397818-3.079386354071289j)
438,5.78741,1.0,(-0.0401683811413599+0.011681456716183525j),(0.00694569685830366+0.0010225915110657917j),(5.662036800267854-3.2339765159522864j)
439,5.794373,1.0,(-0.042302313629648314+0.011862142876269218j),(0.007225584087788064+0.0011936740970692247j),(6.0320983444139555-3.376964160688104j)
440,5.801329,1.0,(-0.04422861796581978+0.012001097260574457j),(0.007472012058679712+0.0013565464240932j),(6.374257711897356-3.5070458426002897j)
441,5.808277,1.0,(-0.045933830340187685+0.012095136983289062j),(0.007683036674840402+0.0015104467212020327j),(6.686034422476959-3.6229150097830365j)
442,5.815216,1.0,(-0.04740568626139918+0.012141027322326333j),(0.00785687524137604+0.0016547004502273006j),(6.965100093540084-3.723276264816617j)
443,5.822149,1.0,(-0.04863379860408793+0.012135542480943933j),(0.007991986209290718+0.001788794605078431j),(7.209428942730235-3.806912067081078j)
444,5.829073,1.0,(-0.04960778891484339+0.012075417014499759j),(0.008086858679935943+0.001912184956396459j),(7.416931108194907-3.8725509694639513j)
445,5.835989,1.0,(-0.050319364123778444+0.011957383099514727j),(0.008140244454780388+0.002024501779217583j),(7.585853386531424-3.919000768780208j)
446,5.842899,1.0,(-0.05076142690271849+0.011778148967025453j),(0.00815105485821794+0.0021254780355957252j),(7.7146296981453455-3.9451062838082276j)
447,5.8498,1.0,(-0.05092792564875758+0.011534582033302663j),(0.0081183829117196+0.0022148724027356097j),(7.801805226357954-3.949738998786049j)
448,5.856694,1.0,(-0.05081459905399276+0.011223462977565466j),(0.008041530958779061+0.0022926188050418216j),(7.846242228509406-3.9318352765715607j)
449,5.863581,1.0,(-0.05041847400096293+0.010841715580978427j),(0.007920000453340294+0.002358721800949865j),(7.846989369867703-3.890390464660688j)
450,5.87046,1.0,(-0.04973825291039863+0.010386449829702958j),(0.0077535391696051045+0.00241328290293775j),(7.8033526587557045-3.824480928848717j)
451,5.877331,1.0,(-0.048774237322561934+0.009854855685254103j),(0.007542114158745615+0.002456521143487162j),(7.714903461986853-3.73325654653964j)
452,5.884195,1.0,(-0.04752809595312629+0.009244236502116676j),(0.007285882113484649+0.002488758758031653j),(7.581453251707039-3.6159465240779753j)
453,5.891051,1.0,(-0.04600349332934537+0.008552228278184497j),(0.0069853050651149905+0.0025104113792119563j),(7.403120591440038-3.4718971917754198j)
454,5.897901,1.0,(-0.0442050345509532+0.007776421896896586j),(0.006640951561977504+0.002521999029503752j),(7.180221609874847-3.300501555373838j)
455,5.904743,1.0,(-0.04213993462338823+0.006915116492144202j),(0.006253824751201677+0.0025241257284454605j),(6.913471575409328-3.1013610087808297j)
456,5.911577,1.0,(-0.03981668064936462+0.005966697560071018j),(0.0058250907968828+0.002517496151212736j),(6.60382760281297-2.874155137422088j)
457,5.918404,1.0,(-0.03724495888171833+0.004929794286778669j),(0.005356093704798711+0.002502890574875815j),(6.252479263679719-2.618668311164511j)
458,5.925223,1.0,(-0.03443680758101464+0.0038036899388157195j),(0.0048485569654325685+0.0024811724326830927j),(5.861000718245498-2.3348911854968586j)
459,5.932036,1.0,(-0.031404596416173935+0.002587615667743095j),(0.0043042264330713795+0.0024532628697704296j),(5.431078330259287-2.0228416594259775j)
460,5.93884,1.0,(-0.028164448717226575+0.0012821757740000767j),(0.0037254907143832914+0.0024201628889284404j),(4.964993874198066-1.6829261086236382j)
461,5.945638,1.0,(-0.024731205987370785-0.0001126142795823149j),(0.003114484990105304+0.0023828976029695802j),(4.464907697683224-1.315434336376275j)
462,5.952429,1.0,(-0.021123001916634-0.0015954119039695792j),(0.002473914519523189+0.002342549418350662j),(3.933515209606295-0.9210277231491482j)
463,5.959213,1.0,(-0.017358885488256738-0.0031644501814641337j),(0.0018066337270697742+0.002300225323859446j),(3.3737050559646806-0.500505216833124j)
464,5.965988,1.0,(-0.013460350731951155-0.004816776402084541j),(0.001115929839817733+0.002257058968554923j),(2.7887883065940566-0.055000730825584154j)
465,5.972758,1.0,(-0.00944661585757969-0.006550190916855321j),(0.00040469103405988804+0.002214147497824613j),(2.1817870560769883+0.41454550473856006j)
466,5.979519,1.0,(-0.005342655748468416-0.008359738422085938j),(-0.00032316272861680653+0.0021726260997247146j),(1.556640699468288+0.9064426779915207j)
467,5.986274,1.0,(-0.0011702608168689327-0.01024145423501784j),(-0.0010642557632531344+0.0021335579105623854j),(0.9168550261183293+1.4192711364942752j)
468,5.993021,1.0,(0.0030449024318006178-0.012189174520247445j),(-0.0018144960093138805+0.002097991916550441j),(0.2665711474550016+1.9510208295282658j)
469,5.999763,1.0,(0.007279548176651811-0.014197268962559685j),(-0.002570178863821484+0.0020668901631435265j),(-0.39039595175936503+2.4998438717166542j)
470,6.006495,1.0,(0.011504815175685034-0.01625679331588067j),(-0.00332655935123467+0.0020411744879983867j),(-1.049331163786462+3.0630075292359926j)
471,6.013222,1.0,(0.01569768019819658-0.01836084750382102j),(-0.0040798840222505735+0.0020216302020950637j),(-1.7063950203197993+3.638369264900542j)
472,6.019941,1.0,(0.019829899808776162-0.020499082468826684j),(-0.0048253986421202075+0.0020089590065251388j),(-2.3569076520216723+4.222876741101453j)
473,6.026654,1.0,(0.0238762221781746-0.022661695240505438j),(-0.005558819818400493+0.0020037220644303954j),(-2.996637080894646+4.813671800596947j)
474,6.033359,1.0,(0.027809120605184933-0.024836552953009516j),(-0.006275368224765906+0.0020063354633877216j),(-3.6209762631555336+5.407307228822319j)
475,6.040058,1.0,(0.031603719662962264-0.027011782336258932j),(-0.006970661904927858+0.0020170551965814085j),(-4.225729750987778+6.000463607298982j)
476,6.046749,1.0,(0.035233420536839345-0.0291731500277091j),(-0.007639901080941176+0.002035948737797051j),(-4.806424008639694+6.589236896955206j)
477,6.053435,1.0,(0.0386749955146547-0.03130704425100667j),(-0.008278807133161672+0.0020629098252378858j),(-5.359129524801039+7.169961659599846j)
478,6.060112,1.0,(0.04190263818158397-0.033396561609224974j),(-0.00888249857514968+0.0020975875998501476j),(-5.879510661539471+7.73814538992283j)
479,6.066783,1.0,(0.04489519051912945-0.03542610662025174j),(-0.009446844865436323+0.0021394489528086392j),(-6.363997720530286+8.289730301616437j)
480,6.073447,1.0,(0.047630970489606204-0.03737787566954536j),(-0.009967482525964178+0.002187704279097928j),(-6.808958502464694+8.820137886855086j)
481,6.080104,1.0,(0.050090371636257396-0.039233629589550484j),(-0.010440310418635626+0.0022413416996977208j),(-7.211130237640761+9.32475230731066j)
482,6.086754,1.0,(0.05225578588249518-0.04097432092609423j),(-0.010861447073988952+0.002299090552986258j),(-7.567605577293511+9.798823221787526j)
483,6.093399,1.0,(0.05411209746331835-0.04258082929641118j),(-0.011227365524131509+0.0023594698736968504j),(-7.875931854929327+10.237665692270449j)
484,6.100036,1.0,(0.05564520496258437-0.04403227150737819j),(-0.011534557933984854+0.002420696126979385j),(-8.133860465878264+10.636199259151713j)
485,6.106665,1.0,(0.056844524991102624-0.045308330784855626j),(-0.01178006117405607+0.0024807853853643803j),(-8.339772787513361+10.989578131455138j)
486,6.113289,1.0,(0.057702612783959606-0.04638900999651225j),(-0.011961370769514262+0.0025375491370261123j),(-8.492624749880648+11.293123305413392j)
487,6.119906,1.0,(0.058214008804643294-0.047253480372618444j),(-0.012076224562377884+0.0025885490793158272j),(-8.591750206429582+11.541995346436426j)
488,6.126516,1.0,(0.05837678848707555-0.047881613822679144j),(-0.012122914957128689+0.002631170631847538j),(-8.637123570095952+11.731610748049867j)
489,6.13312,1.0,(0.05819228183499279-0.04825390470118686j),(-0.012100242528102385+0.002662635881913637j),(-8.62931837015372+11.857606920868392j)
490,6.139717,1.0,(0.05766505948234335-0.04835157061207976j),(-0.012007540902673508+0.0026800306336947554j),(-8.569493698863566+11.915854240836651j)
491,6.146307,1.0,(0.056803184139045115-0.0481571486868686j),(-0.011844738545322444+0.0026803565514158033j),(-8.459442851907896+11.90260297605979j)
492,6.152891,1.0,(0.05561803446869028-0.04765448507455306j),(-0.01161234270368345+0.002660549827861846j),(-8.301559900411089+11.814476550758698j)
493,6.159467,1.0,(0.05412485094517041-0.046829574565339045j),(-0.011311588369220266+0.0026175689653773547j),(-8.098902427974751+11.648646358796817j)
494,6.166038,1.0,(0.0523412754218986-0.04566993122852983j),(-0.010944152129477254+0.0025483838727464988j),(-7.854991045690918+11.402703078321144j)
495,6.172601,1.0,(0.050289546050105424-0.0441664884893065j),(-0.010512661596882744+0.002450136348195286j),(-7.574084809175803+11.075056384416039j)
496,6.17916,1.0,(0.04799291525833654-0.0423115136007873j),(-0.010019963599595191+0.0023200412288839904j),(-7.260680784651664+10.664477302816628j)
497,6.18571,1.0,(0.045480564117609645-0.0401027779432162j),(-0.009470209149038114+0.0021557088469978582j),(-6.920159372600114+10.171008386095517j)
498,6.192255,1.0,(0.042780915875989006-0.037538908630419185j),(-0.008867477011809295+0.001954875415163934j),(-6.557849396241872+9.594923336007932j)
499,6.198793,1.0,(0.039926842850593086-0.034624177824997444j),(-0.008216936948069433+0.0017157875551481237j),(-6.179703733857815+8.93778357665548j)
500,6.205325,1.0,(0.036951737914647904-0.03136571837238287j),(-0.0075240396693538785+0.001437046390650848j),(-5.791738674105374+8.201799635216762j)
501,6.21185,1.0,(0.033891227795729395-0.027775690564591452j),(-0.0067949454375912524+0.0011178222880692606j),(-5.400225566587453+7.390306106828666j)
502,6.218369,1.0,(0.03078075558595914-0.02386947074142322j),(-0.0060360252244227326+0.0007577528603220616j),(-5.0113356124616955+6.5073386426801525j)
503,6.224881,1.0,(0.027656911054137152-0.01966784361419015j),(-0.005254228511121742+0.0003571803936625339j),(-4.631267533694414+5.558116151019849j)
504,6.231388,1.0,(0.02455453512467127-0.015193902339885181j),(-0.004456417776864346-8.309843498664304e-05j),(-4.2658515023843835+4.548322916607604j)
505,6.237886,1.0,(0.021510342667542693-0.01047898088579737j),(-0.0036503565191566187-0.0005612103901226244j),(-3.9209262754970524+3.4854393803945056j)
506,6.24438,1.0,(0.018555286943799303-0.005551909028278735j),(-0.00284276650302007-0.001075244121311642j),(-3.6014160949098644+2.376302621784805j)
507,6.250866,1.0,(0.015722392780659986-0.0004517004782122631j),(-0.0020414454549914193-0.001621933409214921j),(-3.312173335364927+1.2299584148395384j)
508,6.257348,1.0,(0.013038477694238326+0.004785565129560486j),(-0.0012530552458414161-0.0021979950583307832j),(-3.0570388963014175+0.0546989810835572j)
509,6.263823,1.0,(0.010530246696517722+0.010115525313697067j),(-0.00048486390280418144-0.002798912307470163j),(-2.839434878503739-1.1394213627449072j)
510,6.270291,1.0,(0.008219478770931257+0.015493953372680136j),(0.0002565976499691216-0.003419825089850809j),(-2.661845908387914-2.3424832260207j)
511,6.276752,1.0,(0.00612398726671453+0.02087507568422291j),(0.0009652672017196504-0.004055349268266045j),(-2.5259014495476415-3.544321961886316j)
512,6.283209,1.0,(0.004256554797381878+0.026214630342242536j),(0.0016359382360141726-0.00469994519992108j),(-2.4323120949594266-4.7352123667266j)
513,6.289658,1.0,(0.0026276716431435855+0.031462303894402376j),(0.0022632964420886944-0.005347011858499157j),(-2.381001503135668-5.904176476272812j)
514,6.296101,1.0,(0.0012415728513498541+0.0365732406868723j),(0.0028433569594767264-0.005990277883793481j),(-2.370902280372767-7.041541264877592j)
515,6.302539,1.0,(9.850805986676468e-05+0.04150271891248624j),(0.0033727413570052945-0.006623195049895855j),(-2.400124652809886-8.13775052572924j)
516,6.308969,1.0,(-0.0008049147626431007+0.04620486603568048j),(0.0038485335486477517-0.007238773530841692j),(-2.4659364489081326-9.183063303724644j)
517,6.315394,1.0,(-0.0014771943141740178+0.05064074143376018j),(0.004269089022419648-0.007830654440583458j),(-2.5648897190998476-10.169340015693543j)
518,6.321813,1.0,(-0.001929938383838947+0.05477144744128883j),(0.0046332404215182685-0.008392257121831153j),(-2.6928457754973483-11.088498153602565j)
519,6.328227,1.0,(-0.0021784279903391845+0.058562924022205295j),(0.004940732100888677-0.008917437225890367j),(-2.8451149133601614-11.933563290460283j)
520,6.334633,1.0,(-0.0022407540131742336+0.061982874854139496j),(0.005191873437780419-0.009400109393069487j),(-3.0164528825475347-12.697967607368726j)
521,6.341034,1.0,(-0.002137643793340367+0.06500666170364527j),(0.0053879376247460125-0.009835108169097674j),(-3.20141794736831-13.376853158037711j)
522,6.347428,1.0,(-0.0018917865380197183+0.06761173986863478j),(0.005530663164959811-0.010217446997605068j),(-3.394197860314428-13.965801737738165j)
523,6.353817,1.0,(-0.001527139442968358+0.06978201614147625j),(0.005622461846707687-0.010542986592851867j),(-3.5889977095652004-14.461810780877247j)
524,6.3602,1.0,(-0.001068654229774388+0.07150498127239008j),(0.005666181943722185-0.010808060007759397j),(-3.779938786468997-14.862628418334006j)
525,6.366576,1.0,(-0.0005417389245265281+0.07277328338890313j),(0.0056651345188725236-0.011009735591147013j),(-3.9612582526076494-15.167088855538626j)
526,6.372947,1.0,(2.8701566026025755e-05+0.07358492455249253j),(0.005622956153539797-0.011145900079759909j),(-4.127519686865243-15.375159678981689j)
527,6.379311,1.0,(0.0006179435243610754+0.07394180706490716j),(0.005543570546461008-0.011215060532219446j),(-4.273483273395189-15.48758666159074j)
528,6.38567,1.0,(0.001202743159377565+0.0738505367491405j),(0.0054310315165432554-0.011216517945168347j),(-4.394422761715191-15.506100375989476j)
529,6.392023,1.0,(0.0017609862898108654+0.07332158608761113j),(0.005289530122181939-0.011150254606257869j),(-4.486014283063394-15.433189970613366j)
530,6.39837,1.0,(0.0022723725596771223+0.07236937119044752j),(0.005123281857331542-0.0110169736433116j),(-4.544489051164077-15.272128569222401j)
531,6.404711,1.0,(0.0027186062493446523+0.07101155439185236j),(0.004936457225302948-0.010818022024343787j),(-4.566657050222149-15.026829870912472j)
532,6.411045,1.0,(0.0030835660928370374+0.06926920000883369j),(0.004733159303340824-0.01055542367925813j),(-4.549946367195689-14.701856604084075j)
533,6.417374,1.0,(0.0033536542418155877+0.06716502877841203j),(0.004517236533539551-0.010231635087792597j),(-4.492402328874798-14.302088677344289j)
534,6.423698,1.0,(0.0035175028110498666+0.0647244313309804j),(0.004292407727277607-0.009849691370745678j),(-4.392682262765286-13.832891955837999j)
535,6.430016,1.0,(0.003566277638493752+0.061975054668122115j),(0.004062184790138075-0.009413163344639963j),(-4.250107368095451-13.30004395354427j)
536,6.436327,1.0,(0.0034936542206106948+0.05894610638800542j),(0.003829821669848795-0.008926053364723413j),(-4.0646345416100775-12.709597033956298j)
537,6.442633,1.0,(0.0032957146786281705+0.05566639285129812j),(0.003598169862033666-0.008392471383285225j),(-3.8367245447547402-12.067486074773297j)
538,6.448934,1.0,(0.00297081950692062+0.05216630293280469j),(0.003369857387586647-0.007816950738137514j),(-3.5674338898229814-11.379912093640245j)
539,6.455227,1.0,(0.0025198354327750777+0.048478304474901736j),(0.0031472973841473193-0.007204539825832395j),(-3.258506210183312-10.653449985393504j)
540,6.461517,1.0,(0.001945092325299622+0.04463031048052602j),(0.0029323149118551275-0.006559684168828151j),(-2.9117681667388147-9.89373372390652j)
541,6.4678,1.0,(0.0012515857969893818+0.04065530307344292j),(0.0027267285427483388-0.0058878280803143284j),(-2.5299474634236088-9.1073604090542j)
542,6.474077,1.0,(0.0004456385169360201+0.03658281070563522j),(0.0025318783578689974-0.005193977751245811j),(-2.1159010397128424-8.300209882435936j)
543,6.480349,1.0,(-0.00046493325390096227+0.03244158762436532j),(0.0023488137498836993-0.004483137157925763j),(-1.6728042698589116-7.477975563432224j)
544,6.486614,1.0,(-0.001470512567140296+0.02826145779194456j),(0.0021783880821335004-0.0037606146572781987j),(-1.2043333036354378-6.646535574116225j)
545,6.492875,1.0,(-0.0025611175056991626+0.024067858559364323j),(0.0020210534657618463-0.0030310709078663753j),(-0.7140289896582666-5.810871396939201j)
546,6.499129,1.0,(-0.0037247807787409454+0.01988898879398986j),(0.0018771672799535327-0.002299744869026572j),(-0.20607963965931692-4.976496485727457j)
547,6.505377,1.0,(-0.004949476151506691+0.01574904289753087j),(0.0017467607715326433-0.0015712634320557688j),(0.3155025948758985-4.148111296045521j)
548,6.511621,1.0,(-0.006222827873858679+0.011670147778672493j),(0.0016296461681952483-0.000849963141047157j),(0.8467090500845875-3.3299918509241104j)
549,6.517859,1.0,(-0.007531262521870056+0.007675540374379155j),(0.0015255300725444984-0.0001404408615533781j),(1.3831490892615972-2.526633165281862j)
550,6.524091,1.0,(-0.008861389839078722+0.0037855533204721992j),(0.0014339148811331939+0.0005531679895131569j),(1.9206001778164403-1.7419485584104346j)
551,6.530317,1.0,(-0.010199765351120892+1.8894080052931764e-05j),(0.0013541615613743992+0.0012269755463495072j),(2.4548808856563498-0.9795299840249111j)
552,6.536538,1.0,(-0.011533263630838921-0.0036079542134109938j),(0.0012855017177004898+0.0018774608226976952j),(2.9819735080011567-0.242530086909367j)
553,6.542753,1.0,(-0.012848572251990823-0.007078968540683123j),(0.0012270927136501764+0.002501164971950284j),(3.4978027301915766+0.465976805364981j)
554,6.548964,1.0,(-0.014133382205424868-0.010381436678080967j),(0.001177986245596309+0.003095212595720153j),(3.998684747764601+1.1435716472447433j)
555,6.555168,1.0,(-0.015374828489539867-0.013501621011060153j),(0.0011372133310780749+0.0036565415765386702j),(4.480703467247944+1.7875997924903402j)
556,6.561366,1.0,(-0.016561498561579083-0.016429570997235538j),(0.0011037333585110563+0.0041827799065109784j),(4.9404731214898385+2.3961560246399647j)
557,6.56756,1.0,(-0.01768280743445909-0.019157242241314213j),(0.0010764808975102164+0.0046719120123100985j),(5.374884267748299+2.967700689774768j)
558,6.573748,1.0,(-0.018728177514876387-0.021676308627198413j),(0.0010544002959558111+0.005121895768616654j),(5.780777656428846+3.500599701833787j)
559,6.579931,1.0,(-0.019688427559572834-0.023981308664409857j),(0.0010364290245221985+0.005531232650598019j),(6.155465919668986+3.9937783644174156j)
560,6.586107,1.0,(-0.020554797670025694-0.026067095692820275j),(0.001021531919052897+0.005898518848863252j),(6.496352831754397+4.446186468887713j)
561,6.592279,1.0,(-0.02132018336870574-0.027931667117947142j),(0.0010086924449627197+0.006222950855727888j),(6.801405461173036+4.8574030233484535j)
